Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3,Tekst4,Skoor4
ecuador,"Ecuador’s highest-ranking judicial bodies are the 21-member National Court of Justice and the 9-member Constitutional Court. Both courts faced attacks on their autonomy during the Correa era, but judicial independence increased during the Moreno administration. The passage of the 2018 referendum restructured the CPCCS, a powerful body responsible for appointing the attorney general, and the Judiciary Council, which appoints judges. All CPCCS members, who were considered allies of the Correa government, and Judiciary Council members were replaced. More controversially, the transitional CPCCS had significant influence over the composition of the Constitutional Court, despite its lack of jurisdiction. The transitional CPCCS voted to remove all nine judges on the court, citing corruption and a lack of independence within the body, and created a committee to select the court’s new members, who were selected and approved in early 2019. Later that year, the new court ratified the legality of the transitional CPCCS’s actions.In October 2022, legislators from UNES and PSC attempted to impeach members of the Judiciary Council for their roles in the 2019 evaluation and removal of National Court justices. The motion to impeach did not pass, and was dismissed in October.",2,"Judicial processes remain slow, and procedures designed to expedite cases have been implemented at the detriment of defendants’ due process rights. Many people are held in pretrial detention for longer than is permitted by law. While the number of public defenders has increased in recent years, the state is still unable to provide adequate legal counsel for all defendants who are unable to supply their own. During his tenure, former president Correa and his allies frequently intervened in court cases, telling judges how they should rule, and sometimes removing judges who refused to comply. Under former president Moreno, such blatant interference in court proceedings diminished, allowing defendants more fair public hearings of their cases. Despite improvements in the post-Correa era, reports of due process infringements, including trial delays and “improper pressure” on the judiciary have continued during the Lasso administration.",2,"Allegations of police abuse of suspects and detainees are common. In August 2022, legislation regulating the use of force by security personnel came into effect. However, reports of excessive use of force by police continued.Multiple groups that conducted investigations into the 2019 protest violence, including the Inter-American Commission on Human Rights (IACHR), found that state agents committed human rights violations during the protests, but investigations had not yielded charges. Prisons are overcrowded and understaffed, and gang- and drug-related violence is rampant. As of October 2022, there are more than 32,000 inmates, 41 percent of whom are awaiting trial. Major security incidents regularly occur in Ecuadorian prisons, where more than 400 inmates were killed between February 2021 and November 2022. In September 2021, 119 inmates were killed in a high-security prison in Guayaquil after a dispute between two rival criminal gangs became violent. Various media outlets reported that the aggressors were heavily armed with machetes, knives, rifles, semiautomatic weapons, and grenades. The events in Guayaquil highlighted the state’s inability to protect prisoners from gangs and drug cartels, and was the most fatal such incident in the country’s history. Ecuador experienced a significant increase in violent crime in 2022, recording over 4,500 homicides—more than double the number recorded during the previous year—the country’s “highest homicide rate in decades,” according to Interior Minister Juan Zapata. Zapata attributed 83 percent of these deaths to drug trafficking and gang activity.In response to a series of car bombs and explosions in Guayaquil and Esmeraldas in November, President Lasso declared a state of emergency to allow police and armed forces to conduct security operations aimed at curbing the violence.",2,"Indigenous people continue to suffer widespread societal discrimination, and oil-drilling and mining projects on Indigenous lands are frequently carried out without consulting local Indigenous communities, as required by the constitution. In July 2020, the Constitutional Court reinforced consultation requirements for proposed changes to the status of Indigenous ancestral territories.Ecuador is one of the largest recipients of refugees in Latin America. According to the Office of the UN High Commissioner for Refugees (UNHCR), Ecuador hosted over 502,000 Venezuelans as of the end of 2022. Many Venezuelan immigrants have reported facing discrimination and xenophobia, amid unfounded accusations that their arrival has caused a spike in crime and violence in the country. In addition, approximately 250,000 refugees from Colombia have entered Ecuador since the late 1990s, and thousands have remained.",2
egypt,"The executive branch exerts influence over the courts, which typically protect the interests of the government, military, and security apparatus and have often disregarded due process and other basic safeguards in cases against the government’s political opponents and all forms of independent expression. The 2019 constitutional amendments further strengthened the president’s supervisory and appointment powers over the judiciary and undermined its independence.In July 2022, President Sisi appointed a military general to be the Supreme Constitutional Court’s first deputy justice, which further placed the country’s institutions under Sisi’s control. The emergency courts that Sisi used to prosecute government critics and opposition figures were in effect until October 2021, when the state of emergency was suspended.",1,"Since 2013, Egyptian authorities have increasingly imposed months- or even years-long pretrial detentions on opposition members, journalists, and activists as retribution for their activities. These due process violations have normalized the use of the justice system for political purposes.Although the constitution limits military trials of civilians, a 2014 presidential decree placed all “public and vital facilities” under military jurisdiction, resulting in the referral of thousands of civilian defendants to military courts. That change was made permanent in November 2021. Charges brought in military courts are often vague or fabricated, defendants are denied due process, and basic evidentiary standards are routinely disregarded.In October 2021, President Sisi suspended the state of emergency imposed in 2017, which should have ended the use of emergency courts that do not satisfy the minimum standards of fair trials. However, his decision did not preclude hearing cases that were already referred to those courts, nor did it invalidate repressive legislation that was integrated into criminal law.In April 2022, President Sisi reactivated so-called pardon committees to review the status of political prisoners; while 332 people were reportedly pardoned as of August, authorities arbitrarily detained far more people during the same period.",0,"Police brutality and impunity for abuses by security forces were catalysts for the 2011 uprising against former president Hosni Mubarak, but no reforms have since been enacted and security forces continue to wield illegitimate force with impunity. Counterterrorism laws provide a vague definition of terrorism and grant law enforcement personnel sweeping powers and immunity in enforcement. Prison conditions are very poor, and prisons were grossly unequipped during the COVID-19 pandemic to treat the illness or prevent its spread. Inmates are subject to physical abuse, overcrowding, unsanitary conditions, and denial of medical care.Since President Sisi effectively came to power, dozens of people have died in custody amid credible reports of torture or denial of timely and adequate health care. In 2021 alone, at least 52 detainees died in custody following medical complications and at least 4 following reports of torture. Prominent economist and government critic Ayman Hadhoud, who had been researching the military’s role in the economy, disappeared in February 2022 and died in March, likely due to physical assault and torture he experienced while in custody. Use of the death penalty has increased dramatically since Sisi took power, despite serious concerns about due process violations and politicized prosecutions.Conflict continues between security forces and adherents of the Islamic State (IS) militant group based in the North Sinai region. Terrorist attacks and military operations have resulted in civilian casualties. For years, Egyptian security forces have carried out extrajudicial executions while claiming that the victims had been killed in shootouts.",0,"Though the constitution stipulates equality for women, women face extensive discrimination, particularly in employment and in the justice system. Coptic Christians, other religious minorities such as Baha’i people, people with dark skin from southern Egypt, people with disabilities, LGBT+ people, and migrants and refugees from sub-Saharan Africa also face various forms of discrimination and harassment. In March 2022, Amnesty International called on the government to halt the deportations of Eritrean nationals, accusing it of engaging in refoulement.There are different personal status laws governing Muslims and Christians, which commonly results in discrimination against Christians.While same-sex sexual conduct is not explicitly banned, people suspected of such activity can be charged with prostitution or “debauchery.” The police regularly arrest people on such charges.",1
el-salvador,"Judicial independence has long been under pressure, and the judicial system is hampered by corruption. Elected officials do not always observe judicial rulings and powerful individuals can evade justice by exerting pressure on the judiciary.The Bukele administration repeatedly defied court orders related to its COVID-19 response during 2020. In the first session of the new legislature in May 2021, the government-aligned legislators removed all members of the CSJ’s Constitutional Chamber, as well as the prosecutor general. Though the Constitutional Chamber immediately ruled that these actions were unconstitutional and a violation of judicial independence, the legislature went forward naming new members of the Constitutional Chamber and a new attorney general. In the next days, the ousted judges submitted their resignations, allegedly under duress, amid reports that the homes of some of deposed magistrates were being monitored by the police.In August 2021, President Bukele announced a “purge” of the judiciary, and the legislature days later passed measures to dismiss judges and prosecutors over 60 years old or who had more than 30 years of service, impacting one in three judges and numerous prosecutors. The reforms also changed the mechanism for appointing and reassigning judges to a seemingly arbitrary process, which was condemned by the UN Special Rapporteur on the Independence of Judges and Lawyers.The government unconstitutionally instituted a state of exception in March 2022, and extended it on multiple occasions with parliamentary rubber-stamps. Yet the CSJ has failed to deliberate on the legality of the ongoing state of exception, resolve more than 1,300 petitions for habeas corpus, or address thousands of human rights violations linked to the near 60,000 arrests that authorities have carried out. Criminal courts have broadly failed to act independently from government pressure and defiant judges have been removed.The Bukele administration continues to resist calls to cooperate in the ongoing El Mozote trial, in which 17 high-ranking military officers stand accused of massacring nearly 1,000 people in the northeastern town of El Mozote in 1981.",0,"Since the end of the war in 1992, due process rights are constitutionally guaranteed but systematically violated. Human rights advocates report that police routinely carry out arbitrary arrests and fabricate and plant evidence, and defendants have long been provided inadequate access to effective legal counsel.These long-standing challenges escalated sharply in March 2022, when the government instituted an indefinite state of exception, which led to the arbitrary arrests of over 60,000 people suspected of gang activity. Authorities suspended constitutional guarantees of freedom of assembly and association, eliminated various rights of people accused of crimes, and routinely violated citizens’ privacy by allowing law enforcement to access and surveil individuals’ communications without a court order. Criminal courts have remanded virtually all detainees to indefinite custody, without individual scrutiny or respect for due process.Furthermore, the government passed amendments in March 2022 to the criminal code to increase the maximum punishment for being a gang leader to 45 years’ imprisonment and for being a gang member to 30 years’ imprisonment. The criminal procedural code was also amended to mandate pretrial detention for charges of gang membership, homicide, and extortion, and to remove the limit on the duration of pretrial detention in these cases, effectively establishing unlimited incarceration without a conviction. The same loss of rights largely applies to minors. ",0,"Crime and violence, much of which has long been linked to gangs, remain grave problems. Yet, homicides have declined sharply since mid-2019 under alleged secret agreements and negotiations between the Bukele government and the country’s gangs, which the president denies. Reportedly, agreements broke down in March 2022, after which the government immediately implemented a state of exception that has kept homicide rates under control: government statistics claim a 50 percent drop in the murder rate for 2022.Under the state of exception, the number of incarcerated persons has more than doubled, leading to acute overcrowding with wholly insufficient infrastructure and resources to guarantee basic rights, including food, water, and healthcare. People imprisoned are not allowed family visits and have limited access to lawyers.Civilians in El Salvador are vulnerable to forced disappearances. The University Observatory of Human Rights (OUDH) reported that between January 2020 and June 2022, there were 4,060 forced disappearances, while police figures for that period claim 692 people disappeared. Relatives of the disappeared often fear reprisals for discussing their cases publicly.",2,"Men and women are granted equal rights under the law, but women are often subject to discrimination. Indigenous people disproportionately face poverty, unemployment, and labor discrimination. Certain other populations, particularly internally displaced persons and LGBT+ people, also have inadequate access to the justice system. Discrimination based on sexual orientation is prevalent, and LGBT+ people are often the targets of hate crimes and violence, including by state security agents. The government restricted the rights of asylum seekers by signing an agreement with the United States in 2019, whereby El Salvador would accept asylum seekers trying to reach the United States and stop them from traveling north.",2
equatorial-guinea,"The judiciary is not independent, and judges in sensitive cases often consult with the office of the president before issuing important rulings. Under the constitution, the president is the nation’s first magistrate. He also oversees the body that nominates judges. The court system’s impartiality is further undermined by corruption. Judges are regularly accused of taking bribes.In July 2022, the president of the Supreme Court resigned in the face of allegations that he had received a bribe from a private company. Teodorín stated on social media that the judge had admitted to the crime. A new Supreme Court president was appointed by decree later that month.",0,"Security forces routinely detain people without charge, and defendants’ due process rights are not respected. Military courts, which are empowered to try civilians for certain crimes, have even fewer due process protections than civilian courts and lack an avenue for appeal.",0,"Beatings, torture, and forced disappearances by security forces are reportedly common. Prisons are overcrowded and feature harsh conditions, including physical abuse, poor sanitation, and denial of medical care.In May 2022, Teodorín launched a law enforcement campaign to suppress violence by criminal gangs. Authorities detained thousands of people over the course of several months, and at least four died in custody.A revised penal code that was enacted in September eliminated the death penalty, though capital punishment is still allowed under the code of military justice. The most recent execution was carried out in 2014.",0,"There are few legal protections against discrimination. Women face discrimination in employment and other matters, particularly in rural areas. Ethnic minority groups such as the Bubi, Ndowe, and Annobonese suffer persistent societal discrimination in the form of harassment from law enforcement officials or difficulties accessing public services.Immigrants, including irregular migrants, are subject to raids, physical abuse, and extortion by police. Same-sex sexual activity is not illegal, but LGBT+ people face social stigma and mistreatment including street harassment and discrimination in the workplace.",0
eritrea,"The judiciary has no independence from the executive branch. The Supreme Court called for in the constitution has never been established, nor has a Judicial Commission tasked with appointing judges. The president controls the appointment and dismissal of all judges; even nominally elected judges in local community courts are controlled by the Justice Ministry, according to UN investigators. Many judges are military officers.",0,"Basic principles of due process are systematically violated. Arbitrary arrests and detentions are common; targets include those who evade military service, try to flee the country, or are suspected of practicing an unauthorized religion. Eritreans who offend high-ranking government or party officials are also reportedly subject to arbitrary arrest.Prisoners, including children, former members of the government, and their family members, are routinely held incommunicado for indefinite periods without charge or trial, with the authorities refusing even to inform family members whether they are still alive. There is no operational system of public defense lawyers. Thousands of political prisoners and prisoners of conscience remain imprisoned.",0,"UN investigators have described the routine and systematic use of physical and psychological torture in both civilian and military detention centers. Deaths in custody or in military service due to torture and other harsh conditions have been reported, though authorities do not investigate such incidents. Security forces employ lethal violence arbitrarily and with impunity. Individuals attempting to escape military service or flee the country have been fired on by soldiers.Eritrean forces continued to operate in Ethiopia in support of Addis Ababa’s military campaign against the TPLF during the year. In March 2021, Human Rights Concern–Eritrea reported that boys were being pressed into military service and sent to the Tigray region of Ethiopia.Eritrean forces engaged in violence against civilians during their deployment. In 2022, Eritrean forces continued to occupy parts of Tigray with atrocities committed by Eritrean groups consistently documented by different rights groups. In September 2022, Eritrean authorities began a nationwide forced conscription campaign, in order to send more troops to Tigray. The mobilization campaign intensified in October, when security forces violently tracked down those who attempted to escape being drafted. Reports emerged that family members of individuals who were in hiding had been detained to coerce them out of hiding.",0,"There are allegations that two of Eritrea’s nine recognized ethnic groups, the Kunama and Afar, face severe discrimination, including exclusion from the government’s poverty alleviation programs.Laws mandate equal educational opportunity for women and equal pay for equal work. However, traditional societal discrimination against women persists in the countryside, and the deeply flawed legal system does not effectively uphold their formal rights.Same-sex relations are criminalized, and LGBT+ people enjoy no legal protections from discrimination.",0
estonia,The judiciary is independent and generally free from government or other interference.,4,"Legal processes in civil and criminal matters are generally free and fair. Laws prohibiting arbitrary arrest and detention and ensuring the right to a fair trial are largely observed. Court fees were raised significantly in January 2022, but there are many exemptions built into the fee structures.",4,"While Estonians generally enjoy physical security, the country’s steadily declining intentional homicide rate remains one of the highest in the EU. Prison conditions do not fully meet international standards, and some inmates reportedly have inadequate access to health care. Estonia has a relatively high incarceration rate, with 165 people incarcerated per 100,000 residents in 2021, according to Eurostat data.",3,"The constitution and laws provide broad safeguards against discrimination based on race, gender, language, sexual orientation, and other such categories. However, Russian-speaking residents continue to face societal discrimination, and some statutes lack robust protections against such bias. Gender discrimination is also a problem, particularly in employment, and the gender pay gap is among the highest in the EU, though it has decreased in recent years. Roma face employment discrimination and disparities in educational outcomes.The rhetoric and ideological beliefs of many active EKRE members have increased the prevalence of hostile and extremist views toward Jewish, Muslim, and LGBT+ people, as well as other marginalized groups. In 2020, the European Commission began infringement proceedings against Estonia for failing to match EU regulations for prosecuting hate crimes and criminalizing hate speech in domestic laws; legislation resolving the discrepancies had not been passed as of the end of 2022.In August 2022, Estonia legalized the pushback of migrants during “emergencies caused by mass immigration.” Although the measures were not applied systematically during the year, not all Ukrainian refugees attempting to cross the eastern border of the country were permitted to enter. In September, along with other Baltic states and Poland, Estonia effectively closed its borders to Russian citizens.",3
eswatini,"Although the judiciary displays a degree of independence in some cases, the king holds ultimate authority over the appointment and removal of judges, acting on advice from the Judicial Service Commission (JSC) made up of royal appointees. In a rare instance of judicial review that sought to change gender power relations, in 2019 the High Court of Eswatini ruled in favor of gender equality in civil marriages regarding property rights in the event of divorce.",2,"Safeguards against arbitrary arrest and detention, such as time limits on detention without charge, are not always respected in practice. Detainees are generally granted access to lawyers, though only those facing life imprisonment or capital punishment can obtain counsel at public expense. Lengthy pretrial detention is common. Two prodemocracy members of Parliament, Mduduzi Bacede Mabuza and Mthandeni Dube, have been repeatedly denied bail and access to their lawyer since they were arrested on specious terrorism charges in July 2021; both parliamentarians remained in detention through year-end 2022.",1,"Despite the 2018 passage of the Police Service Act, which prescribes disciplinary measures for police officers who use illegitimate force, physical abuse of suspects and inmates by law enforcement officials is an ongoing problem, and investigations into such abuse lack independence and transparency. Mduduzi Bacede Mabuza and Mthandeni Dube, two prodemocracy parliamentarians arrested during the 2021 crackdown on dissent, were reportedly brutally assaulted by prison security forces in September 2022.The 2021 death of Thabani Nkomonye, a student allegedly killed by police using excessive force, sparked a series of protests against police brutality that evolved into widespread antigovernment demonstrations. Security forces responded to the protests with disproportionate force; at least 200 people were hospitalized and more than 80 were reportedly killed by security forces during the protests. The government’s crackdown on dissent continued in 2022; numerous reports indicate that during the year, security officials shot tear gas, rubber bullets, and live ammunition into crowds of protesters, performed arbitrary arrests, and physically assaulted demonstrators during protests.",0,"Women’s rights remain restricted in law and in practice. Both civil and customary law treat women as dependents of their fathers or husbands, and societal discrimination further impairs their access to education and employment. Residents who are not ethnic Swazis also face de facto discrimination. People with disabilities experience social stigma as well as discrimination in education and employment. In 2018, King Mswati signed the Persons with Disabilities Act, intended to address many of the inequities experienced by disabled residents.Discrimination against LGBT+ people is not prohibited by law and is widespread in practice. A criminal ban on same-sex sexual activity is not regularly enforced.",1
ethiopia,"The judiciary is officially independent, but in practice it is subject to political interference, and judgments rarely deviate from government policy. Ethiopia’s security forces have maintained significant influence over the judicial process, especially in cases against opposition leaders and other political adversaries. Judges who attempt to exercise independence have faced arrests by authorities. Courts remain complicit in ensuring impunity for security forces, especially in relation to the political prisoners.",1,"Due process rights are generally not respected. The right to a fair trial is often not respected, particularly for government critics. In civil matters, due process is hampered by the limited capacity of the Ethiopian courts system, especially in the peripheral regions where access to government services is weak. As a result, routine matters regularly take years to be resolved. Human rights abuses and extrajudicial punishments by security forces occur widely throughout the country, and most security forces who commit the abuses go unpunished.In May 2022, Ethiopian security forces arbitrarily arrested more than 4,500 people in the Amhara region, including journalists and activists, in an attempt to crack down on the Fano militia group that bases its operations there. The government provided no justification for the arrests, and whether the people arrested in May remained in custody at the end of the year was unclear.",0,"Several conflicts have intensified in 2022—most notably in Oromia—but there has also been growing instability in Amhara, Afar, Tigray, and other regions. According to UN figures, as of July 2022, there were 2.72 million internally displaced people across Ethiopia, mostly due to the conflicts. Security forces have been accused of war crimes, including the rape and massacring of civilians. Despite the November peace deal ending the Tigray conflict, which had caused the deaths of an estimated 600,000 people, high risk of mass atrocities in the region remains. Extrajudicial executions and human rights abuses by security forces remain widespread. A report released in September 2022 by the ICHREE implicated the government and its allied forces in crimes against humanity, and claimed the other warring parties in the Tigray conflict had committed war crimes.An ongoing government campaign to suppress armed opposition forces in western Oromia has led to repeated clashes and widespread displacement. According to the ICHREE, in 2022 incidents of large-scale killings targeting ethnic groups increased in Oromia, perpetrated by Amhara militias, the OLA, Oromia Special Forces, and the ENDF. In June and July, hundreds of civilians, mainly ethnic Amhara, were killed in the West Wollega and Kellem Wollega zones of Oromia by armed assailants. Between August and early December, dozens of ethnic Oromo were killed in Horo Guduru and East Wollega zones by militants from the Amhara region, allegedly the Fano.In March 2022, government forces burned a civilian alive in Benishangul Gumuz. In June, at least 50 civilians were extrajudicially executed in Gambella following the offensive against security forces by joint forces from the Gambella Liberation Front (GLF) and OLA.",0,"The ongoing conflict in Oromia, the two years of civil war in Tigray, and political tensions throughout the country have inflamed ethnic divisions, contributing to discriminatory policies and actions against certain groups. Tigrayan, Amhara, and Oromo groups and activists have spoken out about the increasing number of targeted attacks and discrimination they have experienced.

The number of IDPs in Ethiopia surpassed 2.72 million as of July 2022, and humanitarian groups have struggled to meet the growing need.

Same-sex sexual activity is prohibited by law and punishable by up to 15 years’ imprisonment. Women face discrimination in education. A gender gap persists in many aspects of economic life, including women’s wages relative to men in similar positions; according to the World Bank’s Gender Innovation Lab, women have far lower wage incomes (44 percent lower) and business sales (79 percent lower) than men.

Despite near-universal primary school enrollment, access to quality education and other social services varies widely across regions and is particularly poor in the “emerging” lowland states.",0
fiji,"While the constitution guarantees an independent judiciary, there have been credible allegations of political interference among judges. The prime minister has substantial appointment powers, with the authority to both appoint and dismiss judges on the Supreme Court and other high courts. These powers leave the judiciary vulnerable to interference and abuse by the executive. Fiji has refused entry into the country for the United Nations Special Rapporteur on the independence of judges since 2014.The Criminal Procedure (Amendment) Act, passed by Parliament in February 2021, removed assessors—lay judicial advisors—from trials, leaving verdicts in criminal cases solely to judges. Though the attorney general at the time claimed the assessor system had contributed to discrimination based on ethnicity in court decisions, opposition leaders criticized the amendments, saying that removing assessors eliminates public participation and reduces transparency in the criminal justice system.",2,"Due process rights are often not respected in practice. Corruption is a major problem in the police force. Due to resource shortages, lengthy pretrial detentions are common. The law allows suspects to be arrested without a warrant for violating the Crimes Decree. Politically motivated criminal charges are not uncommon.",1,"Torture and beatings by police remain a serious issue. Police officers and military officials who commit abuses are rarely brought to justice, and those who are convicted of crimes are frequently pardoned or have their convictions overturned on appeal. In May 2022, there was widespread criticism after a video circulated on social media showing a police officer apparently assaulting a bus driver during an arrest.Prisons are often overcrowded, lack sanitation, and provide inadequate health services. Fiji refuses entry into the country for the United Nations Special Rapporteur on torture.Crime is a major problem, exacerbated by a significant methamphetamine trade.",2,"LGBT+ people face discrimination in employment and access to healthcare. Bainimarama was criticized for making prejudiced remarks against LGBT+ people. Women experience discrimination in employment as well, and a gender pay gap persists.Relations between Indigenous Fijians and Indo-Fijians remain strained. Indigenous Fijians previously enjoyed legal advantages in education and political representation. However, the interim government installed after the 2006 coup removed many of these privileges in a bid to foster a sense of national unity.",2
finland,"The constitution provides for an independent judiciary, and the courts operate without political interference in practice.",4,Due process is generally respected in Finland. Authorities largely uphold safeguards against arbitrary arrest and detention and provide the conditions for fair trials.,4,"There are few significant threats to physical security, and violent crime is uncommon, although it has increased in recent years.",4,"The constitution guarantees the Sámi people cultural autonomy and the right to pursue their culturally significant livelihoods, which include fishing and reindeer herding. However, representatives of the community have said that they cannot fully exercise their rights in practice and face restrictions on land use. In April 2022, the Finnish Supreme Court dismissed two ongoing cases against the Finnish Sámi people that claimed they were violating Finnish fishing rules. The court ruled in favor of the Sámi people’s constitutional right to practice their traditional fishing culture.Women enjoy equal legal rights but suffer from pay discrimination.A June 2019 report by the European Commission against Racism and Intolerance (ECRI) noted an increase in racist and intolerant hate speech in Finland, especially toward Muslims and refugees. Hate speech on the internet was also a concern, with targets including immigrants, people of African descent, LGBT+ people, the Jewish community, and Roma. ECRI’s recommendations had not been implemented as of March 2022. From mid-2021 to mid-2022, Finnish authorities appointed a working group to assess the need for reforms to the Non-Discrimination Act. A proposal for strengthening the Non-Discrimination Act was presented to Finland’s parliament in September 2022 and a partial amendment was approved in November.A 2020 report by Finland’s nondiscrimination ombudsman highlighted racism against people of African descent. In September 2021, the Finnish Ministry of Justice and the Equality Commissioner launched a campaign encouraging people to take action against racism.A July 2022 report on equality by the nondiscrimination ombudsman highlighted that many people still experience discrimination in Finland, most notably based on disability and ethnic origin.",4
france,France has an independent judiciary. The rule of law generally prevails in court proceedings.,4,Due process generally prevails in civil and criminal matters.,3,"The number of complaints of police violence sent to the police’s internal disciplinary body has sharply increased since 2018, as have suspicions that the body is too lenient. Since the passage of a 2017 law governing police officers’ use of firearms, police have increasingly shot and killed individuals over reported noncompliance with their instructions. Police officers reportedly killed 13 people in traffic stops after such reported noncompliance in 2022.In late December 2022, three people were killed in a racist attack against a Kurdish community center in Paris. Authorities said there was no immediate indication of a “terrorist motive,” prompting Kurdish community leaders to call on the government to call the attack a terrorist incident.",3,"Both Islamophobia and antisemitism have increased in recent years. The far-right has become increasingly successful in using racist language to shape French public discourse.Women face a notable pay gap, with European Union data showing that men earn 15.8 percent more than women on average in France. Sexual harassment of and violence against women are prominent issues.Migrants and refugees continue to face societal discrimination and abuse from authorities, though Ukrainians fleeing the Russian regime’s invasion of their country have received support. Migrants and aid workers in Calais have faced mistreatment by police; while the Office for Immigration and Integration vowed to better address the needs of people living in informal camps, NGOs reported little improvement in Calais in 2022. In December 2022, the government revealed draft immigration legislation that would, among other things, limit the number of appeals available to rejected asylum seekers and allow authorities to more easily deport foreign-born individuals convicted of crimes. Parliament is expected to debate the bill in 2023.	In September 2022, the European Court of Human Rights ruled that the government’s decision not to repatriate French women and children held in Syria violated their rights; the women and children had been affiliated with the Islamic State militant group and were subsequently held in camps in Syria.",3
gabon,"The courts are subordinate to the president. The judiciary is accountable to the Justice Ministry, through which the president has the power to appoint and dismiss judges. Gabon’s highest judicial body, the Constitutional Court, is composed of three members appointed by the president, two by the National Assembly, one by the Senate, and three by the Superior Council of the Judiciary (CSM), which itself is headed by the president and justice minister.The 2018 constitution created a new special court, the Court of Justice of the Republic, which alone has the authority to place a check on top executive and judicial officials. It consists of seven members appointed by the CSM and six members of Parliament. The Constitutional Court is headed by a longtime Bongo ally.",0,"Legal safeguards against arbitrary arrest and detention are not upheld by police, and detainees are often denied access to lawyers. Lengthy pretrial detention is common. Arbitrary arrests linked to opposition activism have increased since the 2016 election crisis. Several detained opposition figures have been denied due process, and prisoners have occasionally died in custody. Civil society leaders are routinely denied access to political prisoners.",1,"Prisons are overcrowded, with limited access to proper medical care. Torture is outlawed by the constitution, but detainees and inmates face physical abuse.",1,"The country’s large population of African immigrants is subject to harassment and extortion, including by police. Members of some minority groups experience workplace discrimination and live in extreme poverty.Women have equal legal rights on some issues but face significant de facto discrimination in employment and other economic matters. Sexual harassment in the workplace, which is not prohibited by law, is common.While homosexuality was decriminalized in 2020, same-sex marriage remains illegal and LGBT+ individuals still face widespread social stigma, discrimination, and the threat of physical violence.",1
gambia,"The Barrow government has taken steps to improve the judiciary, which was hampered by corruption and inefficiency under Jammeh. These steps include ending the use of contract judges, establishing additional courts to address case backlogs, and giving courts greater budgetary autonomy. The government also reconstituted the Judicial Service Commission, which appoints lower-court magistrates and advises the president on higher-level appointments, court efficiency, and operations. While executive dominance remains a concern, the judiciary has shown some independence from the other branches of government in recent years.",2,"Constitutional due process guarantees remain unevenly upheld, though political dissidents face less risk of persecution than during the Jammeh era. The government has pledged to arrest and prosecute security officers responsible for past human rights abuses. In 2022, five former officers from Jammeh’s National Intelligence Agency were sentenced to death for the murder of political activist Ebrima Solo Sandeng in 2016, while two other defendants were acquitted.Other Jammeh-era officials accused of human rights violations and abuses have been suspended in accordance with TRRC recommendations. In the white paper it released in May 2022, the government pledged to prosecute Jammeh in accordance with TRRC recommendations, but did not offer a timeline for doing so. The announcement of a special investigative panel to examine the December 2022 alleged coup attempt has been criticized by some members of civil society for potentially undermining the rule of law.",2,"The use of illegitimate physical force by security agents has been less frequent under the Barrow administration. There have been some attempts to improve prison conditions, which remain dire. The recommendations of the TRRC have yielded several prosecutions and suspensions of security officials for using illegitimate force, and the government has acknowledged the need to strengthen laws protecting individuals from abuse by security services. In March 2022, the escalating conflict in Senegal’s Casamance region displaced around 5,600 Gambians.",2,"Several groups in Gambian society encounter serious difficulties in exercising their human rights. Women enjoy less access to higher education, justice, and employment than men. Legal protections for people with disabilities require strengthening and enforcement. LGBT+ people face severe societal discrimination, and same-sex sexual relations remain criminalized. The constitution prohibits discrimination, but this “does not apply in respect to adoption, marriage, divorce, burial, and devolution of property upon death.” Caste-based discrimination remains an issue in parts of the country.",1
