Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3,Tekst4,Skoor4
brazil,"Brazilians enjoy freedom to travel within and outside of the country, and to make decisions about their places of residence and employment, though access to high-quality education across all levels remains a challenge. Gang violence in favelas has sometimes impeded free movement and has prompted schools to shut down temporarily.",4,"While property rights are generally enforced, laws granting Indigenous populations exclusive use of certain lands are not always upheld, sometimes leading to violent conflicts. According to the Pastoral Land Commission, 35 people were murdered over land disputes in 2021, a 75 percent increase compared to 2020. CIMI, meanwhile, counted 305 cases of land invasion, illegal exploitation, or property damage against Indigenous people in 2021. According to Human Rights Watch (HRW), the federal government effectively ceased collecting environmental fines starting in 2019, even as illegal deforestation increased.Requirements for starting new businesses are often onerous, but authorities have taken steps to ease the process. Corruption and organized crime can pose obstacles to private business activity.",3,"The government generally does not restrict social freedoms. Same-sex marriage became legal in 2013. Gender-based violence remains widespread, though legislation has been introduced to combat it. A 2006 law sought to address high rates of impunity for domestic violence. Law 14.188 amended the penal code to criminalize simple bodily harm due to gender and criminalize psychological violence against women.Abortion is legal only in the case of rape, a threat to the mother’s life, or a rare and usually fatal brain deformity in the fetus. However, women and young girls are denied their legal right to abortion due to discretionary acts from the bureaucracy and judicial system. As many as one million Brazilians seek abortions through clandestine means annually, including by traveling abroad.",3,"Slavery-like working conditions pose a significant problem in rural and urban zones. A 2012 constitutional amendment allows the government to confiscate all property of landholders found to be using slave labor, a measure Bolsonaro criticized. Deeply entrenched patterns of discrimination, including precarious informal employment, contributed to Afro-Brazilians suffering high COVID-19-related mortality rates.COVID-19 and inflation have exacerbated inequality in Brazil. State spending to address inequality was obstructed when a 20-year budgetary spending cap was enacted in 2016, though the Bolsonaro administration was able to increase aid payments for part of 2022. Over 33 million people in Brazil faced extreme poverty as of June.",2
brunei,"Freedom of movement is respected. All government employees, domestic and foreign, must apply for permission to travel abroad, but permission is easily obtained. The Brunei authorities maintained some pandemic-related restrictions in 2022 but eased them in line with epidemiological data. Stateless children do not have free access to education and instead must apply to enroll in schools; if accepted they sometimes have to pay tuition not required of citizens.",2,"Bruneian citizens are able to own property and can establish businesses with relative ease, but protections for private property are weak. State-linked firms dominate many sectors of the economy, and the government heavily subsidizes a number of industries.",2,"Women are disadvantaged in Brunei under Islamic law in matters involving divorce and child custody. The Sharia penal code criminalizes “indecent behavior,” enjoins women to dress “modestly,” and makes abortion and extramarital sex capital offenses. There is no specific law against domestic violence, and spousal rape is not criminalized. Transgender people are prohibited from dressing in line with their gender identity under the Sharia-based penal code.",1,"There is no private-sector minimum wage in Brunei. Migrants who come to Brunei to serve as household workers are often coerced into involuntary servitude or debt bondage and can face varying forms of abuse. Workers who overstay visas are regularly imprisoned and, in some cases, caned.In October 2022, the Brunei government signed multiple agreements with the government of Bangladesh to increase the number of Bangladeshi workers in Brunei and to increase the number of flights between the two countries so as to ease migrant workers’ travel. In the past, rights groups have noted that Bangladeshi workers are subject to awful and inhumane conditions in Brunei. Workers who were promised salaried jobs upon arrival have found no employment, and employers have seized workers’ passports to prevent them from accessing services and from leaving for another job. According to the US State Department’s 2022 Trafficking in Persons Report, Brunei has not made substantial efforts or dedicated adequate resources to preventing human trafficking. The Brunei government has disputed the claims of the US report.",2
bulgaria,"For the most part, Bulgarians face few major restrictions on their freedom of movement. However, the government restricts the ability of asylum seekers to move outside of the district where they are housed.",4,"The legal and regulatory framework is generally supportive of property rights and private business, though property rights are not always respected in practice, and corruption continues to hamper business and investment. The gray economy of undeclared business activity has been estimated at over 20 percent of the country’s economy. Attempts at business raiding, including with the suspected assistance of state institutions and the prosecutorial office, are perceived to be on the rise and were among the triggers of major antigraft protests in 2020–21.",3,"The law generally grants equal rights to men and women regarding personal status matters such as marriage and divorce. However, Bulgaria does not recognize same-sex marriages or same-sex unions, nor does it allow same-sex couples to adopt or register as parents of a child. The European Court of Justice in late 2021 ruled that a lesbian couple’s daughter—born in Spain in 2019 to a Bulgarian national and a British national but considered stateless herself—must be issued a Bulgarian passport, raising hopes that this issue would be finally resolved in Bulgaria.Domestic violence remains a problem. People who have experienced domestic violence and NGOs addressing gender-based violence claim that state authorities are often ineffective in providing protection and pursuing criminal charges when abuse is reported.",3,"Labor laws provide basic protections against exploitative working conditions, but they do not extend in practice to gray-market employment. Roma and other ethnic minorities are particularly vulnerable to trafficking for sexual and labor exploitation. Although the government has continued to step up efforts to combat trafficking, shelter victims, and punish perpetrators, these measures have not matched the scale of the problem, and punishments remain light in practice.",2
burkina-faso,"Due to insecurity, the government has established heavily guarded checkpoints on roads and has instituted curfews and states of emergency in some provinces. Travelers are sometimes subjected to bribery or harassment by security forces at checkpoints. The town of Djibo, which houses at least 285,000 internally displaced persons (IDPs), was blockaded by militants during much of 2022, making it difficult for aid groups to deliver food and medicine. Displaced women fleeing extremist violence have been targeted by Islamist militant groups, and the number of sexual assault cases has risen drastically in the Center North region. The Economic Community of West African States (ECOWAS) said in June that authorities control only 60 percent of the country’s territory.",1,"In recent years, the government has implemented reforms to reduce the amount of capital necessary to start a business, facilitating the ability to obtain credit information, and improving the insolvency resolution process. However, the business environment is hampered by corruption and insecurity. The two military coups in 2022 cast further doubts over the regulatory environment individuals would confront.Insurgents regularly interfered with commercial activities in 2022, including by stealing livestock, imposing taxes, and interrupting mining operations. State authorities have little control over a significant portion of the country.",1,"Women face discrimination in cases involving family rights and inheritance. Early marriage remains an issue, especially in the north. The practice of female genital mutilation (FGM) is less common than in the past, but still occurs. Domestic violence remains a problem despite government efforts to combat it. Gender-based violence has become more widespread of a challenge with the rising physical insecurity driven by extremist groups. The United Nations Population Fund estimated that more than 660,000 people will need protection from sexual assault and rape.",2,"Burkina Faso is a source, transit, and destination country for human trafficking. Child labor is prominent in the mining sector, with 20,000 children working in gold mines. Children are also recruited by militant groups. Women from neighboring countries are recruited by traffickers and transported to Burkina Faso, where they are forced into prostitution. According to the US State Department’s Trafficking in Persons Report 2022, the Burkinabè government did not prosecute suspected traffickers and provided insufficient support and shelter for trafficking survivors during the report’s coverage period.",2
burundi,"Since 2015, concerns for personal safety have restricted free movement, particularly in neighborhoods regarded as opposition strongholds and where security forces frequently conduct search operations. In 2020, the UN CoI reported that the Imbonerakure maintained a checkpoint system to control population movement, despite official instructions for the organization to refrain from such activity. Some local authorities have imposed curfews on women and girls.According to the International Organization for Migration, there were over 84,000 internally displaced persons in Burundi as of April 2022.",1,"Land conflict has been an explosive issue in Burundi for decades, which was exacerbated by the return of displaced populations after the end of the civil war in 2005. Many returnees found new owners occupying their land, and the courts have often failed to fairly adjudicate land disputes. Due to customary law, women are typically unable to inherit property. The deteriorating security situation hampers private business activity in Burundi, as does rampant corruption.",1,"Sexual and domestic violence are serious problems but are rarely reported to law enforcement agencies. Rights monitors continue to report sexual violence carried out by security forces and the Imbonerakure, who act with impunity. Women are often targeted for rape if they or their spouses refuse to join the CNDD-FDD. Men sometimes experience sexual abuse while in government custody. According to the citizenship code, a Burundian woman married to a foreign national cannot pass on her citizenship to her husband or children.The constitution explicitly bans same-sex marriage.",1,"Individuals not allied with the ruling party may lose their employment. Community service requirements have taken on political overtones, such as building offices for the CNDD-FDD, amounting to what a 2019 UN report called forced labor.Women have limited opportunities for advancement in the workplace. Much of the population is impoverished. In 2017, “vagrancy” and begging by able-bodied persons became formal offenses under the penal code.Human trafficking continues to be a serious issue in Burundi, with the IOM counting over 1,000 trafficking victims between 2017 and July 2021. Burundian government employees are reportedly complicit in trafficking girls. According to the US State Department’s 2022 Trafficking in Persons Report, Burundi’s government has significantly expanded investigations, prosecutions, and convictions of traffickers, including allegedly complicit officials.",1
cabo-verde,"Individual freedom of movement is recognized by law, and there are no significant restrictions in practice. People may freely change their place of employment or education.",4,"Property rights are generally respected. The legal framework and government policies are supportive of private business activity, though obstacles such as corruption and legal and bureaucratic inefficiency remain a concern. Small and medium-size businesses are often the main sources of income for families whose members are not directly employed in the public sector.",3,"Personal social freedoms are generally protected, including in matters of marriage and family law. Same-sex marriages are not recognized, however. In recent years authorities have strengthened and enforced laws against rape, domestic abuse, femicide, and sexual abuse of minors, but such violence remains a serious problem, and the public resources dedicated to supporting and protecting victims remain insufficient.",3,"The law prohibits forced labor and other exploitative practices, and the government actively enforces such safeguards in the formal sector. However, a high percentage of the Cabo Verdean labor force continues to work informally. Immigrant workers who lack employment contracts remain vulnerable to abuses, and children are reportedly exposed to sex trafficking and illegal work in agriculture or domestic service.The combined economic effects of the war in Ukraine, the COVID-19 pandemic, and recent droughts imposed serious hardship on residents during 2022, threatening their access to affordable food and other supplies. The government declared a social and economic emergency in June, clearing the way for efforts to stabilize food prices and solicit international aid.",3
cambodia,"The constitution guarantees the rights to freedom of travel and movement, and the government generally respects these rights in practice.",2,"Land and property rights are regularly abused for the sake of private development projects. Over the past several years, hundreds of thousands of people have been forcibly removed from their homes, with little or no compensation, to make room for commercial plantations, mine operations, factories, and high-end residential developments. Land disputes are common, and security forces typically respond to protests with force.",1,"The government does not frequently repress personal social freedoms, but women suffer widespread social discrimination. Rape and violence against women are common.",2,"Equality of opportunity is severely limited in Cambodia, where a small elite controls most of the economy. Labor conditions can be harsh, sometimes sparking protests and crackdowns. Exploitative working conditions and wage theft are common; in April 2021, numerous garment workers reported that their legally guaranteed severance pay had been withheld.Cambodia is a country of origin, destination, and transit point for sex and labor trafficking. In its 2022 Trafficking in Persons Report, the US State Department dropped Cambodia to Tier 3, the lowest possible level, noting that while the government continued to prosecute some trafficking cases, credible reports accusing government officials of colluding with labor traffickers were not investigated.",1
cameroon,"Free movement is severely limited in parts of the Far North Region due to Boko Haram activity, and in the two Anglophone regions due to the ongoing crisis. The latter has exacted a heavy toll on children, many of whom have been deprived of their right to education. Thousands of schools have closed, and attacks and kidnappings of students and teachers were frequent throughout 2022. In April, separatists launched an attack at the University of Bamenda’s campus in Bambili, in the Northwest Region, injuring at least five people.",0,"Harassment of small business owners by state agents is common. Agribusinesses and logging operations are often carried out without consulting local inhabitants. In many regions, women are still dispossessed of their inheritance rights. Powerful individuals have effectively evicted people from their homes as part of large land purchases. These properties typically have dubious land titles, often granted with the complicity of administrative authorities.",1,"The constitution guarantees equal rights to men and women, but traditional legal values and practices often take precedence, and do not always provide women with full rights. The Boko Haram conflict has exacerbated the already prevalent practice of child marriage and the sexual abuse of minors in the Far North Region. Customary law can allow rapists to escape punishment if they marry their victim. Despite laws guaranteeing equal rights to men and women to file for divorce, in practice courts often disadvantage women by making proceedings prohibitively expensive or lengthy. Cases of domestic violence and rape are widespread, and perpetrators are rarely prosecuted.",1,"Cameroon remains a source, transit, and destination country for forced labor and sex trafficking of children, as well as a source country for women who are subject to forced labor and prostitution in Europe. Child labor remains common, and child workers are frequently exposed to hazardous working conditions.Women and children, who make up 60 percent of IDPs, have been the most affected by internal displacement driven by the Anglophone crisis and have been exposed to sexual violence and lack access to job opportunities and education.",1
canada,Freedom of movement is constitutionally protected and upheld in practice. All restrictions on Canadian movements over borders and limits on the size of public gatherings related to the pandemic have now been lifted.,4,Property rights are not constitutionally guaranteed but are generally well protected by law and through the enforcement of contracts.,4,"Canada legalized same-sex marriage in 2005. In March 2021, the House of Commons passed amendments to Canada’s assisted suicide laws to remove the eligibility requirement for a person’s natural death to be “reasonably foreseeable,” among other changes. Domestic violence is a problem that disproportionately affects women, particularly Indigenous women, and is underreported. However, there have been initiatives in recent years to better train police in handling domestic violence cases.",4,"There have been some reports of forced labor in the agricultural, food processing, construction, and other sectors, as well as among domestic workers. However, the government, aided by NGOs that work to reveal forced labor and sex trafficking, do attempt to hold perpetrators accountable and to provide aid to victims.",4
central-african-republic,"Free movement is inhibited by insecurity and targeted violence. Transportation routes are threatened by banditry and theft in many areas.The UN Office for the Coordination of Humanitarian Affairs reported there were 518,000 internally displaced persons as of November 30, 2022.",0,"Businesses and homes are regularly looted or extorted by armed militants, with little prospect for compensation or legal recourse for victims. The agricultural economy—the livelihood of the majority of the population—remains restricted by ongoing violence and insecurity.	The family code does not discriminate against women regarding their inheritance rights. However, in practice, the possibility for women to inherit faces many challenges, including eviction from the family home after the death or disappearance of men during conflict.",0,"Women and girls are by far the primary victims of sexual violence, but men and boys are also affected. Sexual violence is used as a deliberate tool of warfare; attackers enjoy broad impunity. Such acts that are not related to ethnic conflict are most often perpetrated within communities by family or neighbors. Constitutional guarantees for women’s rights are rarely enforced, especially in rural areas. Allegations of sexual abuse committed by UN peacekeeping forces in the country have also been documented.",0,"Economic opportunity is heavily restricted by widespread corruption and the presence of armed groups. Many armed groups exploit gold and diamond mines, and forced labor and child recruitment for soldiering are common practices.

In its Trafficking in Persons Report 2022, the US State Department reported that Central African authorities did not provide sufficient services for survivors, nor did they finalize antitrafficking legislation. However, prosecutors secured the first trafficking-related conviction in five years.",0
chad,"Although legal guarantees for freedom of movement exist, militant activity and government restrictions have limited movement in practice. In some areas of Chad, militants have erected roadblocks, and the security forces periodically close borders with Libya, Sudan, and the Central African Republic due to militant activity in those countries. The Lake Chad Basin region also experiences periodic border closures and official restrictions on movement in response to militant attacks. As of December 2022, such insecurity had contributed to the internal displacement of more than 381,000 Chadians.Public-resource constraints limit citizens’ ability to pursue employment or educational opportunities outside of their home areas, for example by hampering the processing of official documents.",1,"Laws establishing land and property rights are nominally in force, but they are functionally irrelevant to the majority of the country’s population due to the state’s minimal presence in rural areas; customary law governs land ownership and usage rights in practice. Laws protecting the right of women to inherit land are not enforced.Establishing and operating a business in Chad is extremely difficult, with obstacles including official corruption.",1,"Violence against women is common, and female genital mutilation/cutting (FGM/C) is illegal but widely practiced. Roughly a third of women aged 15 to 49 have suffered FGM/C. According to the UN Global Database on Violence against Women, which compiles data from various local and international sources, 28.6 percent of women aged 15 to 49 have experienced physical or sexual intimate-partner violence in their lifetime, and 17.5 percent have experienced such violence in the last 12 months. A little more than 60 percent of married women aged 20 to 24 were married before age 18. The penal code bans child marriage, setting the legal age of marriage at 18, but the courts rarely hold those who violate the ban accountable.",0,"The government has adopted minimum wage and occupational safety laws, but they are not well enforced. Many workers are unaware of or lack access to formal channels through which they may seek redress for mistreatment; corruption also impedes workers from obtaining such redress. Unpaid wages are a problem in many sectors.Chad is a source, transit, and destination country for child trafficking; victims are exploited for forced labor or commercial sex, or recruited into armed groups. NGOs have reported that a large percentage of human trafficking within Chad is related to the operation of illegal gold mines in the north.",1
chile,"The constitution protects the freedom of movement, and the government respects this right in practice. During 2022, freedom of movement was at times impacted by the ongoing conflict between the Mapuche people and the government in parts of southern Chile. Among other things, the continuing conflict saw Mapuche activists put up roadblocks and barricade highways during the year; a state of emergency imposed in May and extended through year’s end allowed for the military to guard roads and transit routes in the conflict zone. In November, President Boric announced the creation of a peace and reconciliation commission intended to resolve the conflict, in part by returning some ancestral land to Indigenous communities.",4,"Individuals generally have the right to own property and establish and operate private businesses, and do so without interference from the government or other actors. However, Mapuche activists continue to demand greater territorial rights to land, ancestral waters, and natural resources.",4,"The government generally does not restrict personal social freedoms. Violence against children and women remains a problem. A law against femicide went into force in 2010. The government reported 43 femicides and 180 attempted femicides in 2022. In 2017, legislation that decriminalized abortion in the events of rape, an inviable fetus, or danger to the life of the woman took effect. In 2021, Congress approved same-sex marriage by an overwhelming majority; the law came into effect in March 2022. Previously, a 2015 law recognized civil unions for same-sex couples.",4,"While compulsory labor is illegal, forced labor, particularly among foreign citizens, continues to occur in the agriculture, mining, and domestic service sectors.Although there have been improvements in fighting child labor, minors still suffer commercial sexual exploitation and work unprotected in the agricultural sector. There is limited public information about forced child labor.",3
china,"Prior to the sudden abandonment of the strict zero-COVID policies in late November 2022, following widespread protests, lockdowns in dozens of cities across the country restricted people’s movement, and in some cases confining them to their homes or to quarantine centers. The COVID-19 “health code” app, which was in use until late 2022, was reportedly used to restrict peoples’ access to air and train travel, medical facilities, and a range of public services and spaces based on arbitrary or opaque criteria. Some individuals reported that they were prevented from attending protests after their health code app suddenly turned from green to red while they were en route to the event, pointing to the government’s use of the app to restrict the movements of specific individuals.While China’s constitution gives individuals the right to petition the government concerning a grievance or injustice, in practice petitioners are routinely intercepted in their efforts to travel to government centers, forcibly returned to their hometowns, or extralegally detained.Despite the government’s stated commitment to reforming the hukou (household registration) system, it continues to prevent close to 300 million internal migrants from enjoying full legal rights as residents in the cities where they work.Police checkpoints throughout Xinjiang limit residents’ ability to travel or even leave their hometowns.Millions of people are affected by government restrictions on their access to foreign travel and passports, with Uyghurs and Tibetans experiencing the greatest difficulty. The authorities continued to use COVID-19 as a justification to restrict overseas travel. Many overseas Chinese nationals who engage in politically sensitive activities abroad are prevented from returning to China, while those who seek refuge abroad often face forced repatriation and arrest.",1,"The authorities dominate the economy through state-owned enterprises in key sectors such as banking and energy, through state ownership of land, and through political and regulatory control. Chinese citizens are legally permitted to establish and operate private businesses. However, all enterprises are vulnerable to political interference, arbitrary regulatory obstacles, debilitating censorship, negative media campaigns, demands for bribes, and other forms of corruption. An ongoing government crackdown on private businesses, particularly large technology and social media firms, has ostensibly been aimed at curbing monopolistic practices, uncontrolled growth, and other economic ills, but has also brought the private sector more firmly under CCP control. Running a business continues to expose individuals to prosecution and long prison terms. Chinese-Canadian Xiao Jianhua, one of China’s richest businessmen, was sentenced to 13 years in prison on bribery and other charges in August 2022, five years after his abduction from a Four Seasons hotel in Hong Kong. Tomorrow Holdings, the investment group he had founded, had been linked to family members of prominent former officials.Property rights protection remains weak. Urban land is owned by the state, with only the buildings themselves in private hands. Rural land is collectively owned by villages. Farmers enjoy long-term lease rights to the land they work, but they have been restricted in their ability to transfer, sell, or develop it. Low compensation and weak legal protections have facilitated land seizures by local officials, who often evict residents and transfer the land rights to developers. Corruption is endemic in such projects, and local governments rely on land development as a crucial source of revenue.",1,"Following regulatory changes in 2021 allowing couples to have up to three children, out of concern over falling fertility rates, the government in 2022 launched a new campaign instructing local family planning officials to limit the number of abortions, including by discouraging abortions for “nonmedical” reasons. The move was interpreted as a further effort to boost the country’s declining fertility rate. While ethnic minority couples were already permitted to have up to three children prior to 2021, in practice ethnic Tibetans as well as Uyghurs and other Muslims in Xinjiang are subject to abusive policies aimed at limiting their reproduction. Domestic violence continues to affect one-quarter of Chinese women, according to official figures, despite laws criminalizing the behavior. The law does not criminalize spousal rape.Chinese law defines marriage as the union between a man and a woman, denying marriage rights to same-sex couples. Muslims in Xinjiang face restrictions and penalties related to aspects of their appearance with religious connotations, such as headscarves on women or beards on men.",2,"While workers in China are afforded important protections under existing laws, violations of labor and employment regulations are widespread. Exploitative employment practices such as wage theft, excessive overtime, student labor, and unsafe working conditions are pervasive in many industries. Forced labor and human trafficking are common, affecting internal migrants as well as Chinese nationals who are trafficked abroad. Forced labor is the norm in prisons and other detention facilities.",2
colombia,"Freedom of movement improved substantially in tandem with the peace process, but it remains restricted by ongoing violence in certain regions, particularly for marginalized people. More than 35,000 individuals were displaced during the first six months of 2022, mostly due to threats from armed groups. Travel in some remote areas is further limited by illegal checkpoints operated by criminal and guerrilla groups. Most COVID-19-related restrictions on movement ended in 2022, but incoming international travelers were still required to be vaccinated or provide a negative coronavirus test before entering the country.As of July 2022, more than one million Venezuelan migrants have been granted Temporary Protection Status (ETPV), allowing them to work and move freely in Colombia for 10 years. Permit-holders are eligible for a range of state-run programs and services, including healthcare and education.",3,"Violence and instability in some areas threaten property rights and the ability to establish businesses. Guerrillas, paramilitary successor groups, and common criminals regularly extort payments from business owners. Corruption as well as undue pressure exerted on prosecutors and members of the judiciary can disrupt legitimate business activity.Progress remains slow on the implementation of the landmark 2011 Victims and Land Law, which recognized the legitimacy of claims by victims of conflict-related abuses, including those committed by government forces. While affected citizens continue receiving compensation and modest progress has been made on land titling, the legal process for land restitution is heavily backlogged, and the resettlement of those who were displaced during the conflict moved slowly during the Duque administration, which demonstrated limited will to advance the process. In 2022, the newly elected Petro administration promised to accelerate the process, and in October, the government agreed to a series of land purchases, which will be distributed at a subsidized price to those displaced by the conflict.",2,"Personal social freedoms, such as those related to marriage and divorce, are largely respected. In 2016, after several years of contradictory judicial and administrative decisions regarding same-sex unions, the Constitutional Court voted to legalize them.In February 2022, the Constitutional Court decriminalized all abortions performed within the first 24 weeks of pregnancy. Prior to this, women continued to face criminal charges for abortion.",4,"Child labor, the recruitment of children by illegal armed groups, and related sexual abuse are serious problems in Colombia; recruitment declined following the peace accord but has increased since 2020 amid pandemic-related disruption and violence. A 2011 free trade agreement with the United States and a subsequent Labor Action Plan called for enhanced investigation of abusive labor practices and rights violations, but progress remains deficient in several areas. In coca-growing zones, armed groups exert coercive pressure on farmers to engage in coca cultivation and shun government-run crop-substitution programs.",2
comoros,"Internal and external freedom of movement is constitutionally and legally protected. While these rights are generally respected in practice, poverty frequently prevents travel between the islands as well as access to higher education.The authorities introduced COVID-19-related movement restrictions in March 2020, suspending travel to the French territories of Mayotte and Réunion. An overnight curfew was imposed in February 2021 and remained in effect until June 2022.",2,"In accordance with civil and some customary laws, women have equal rights in inheritance matters. Local cultures on Grande Comore and Mohéli are matrilineal, with women legally possessing all inheritable property. However, this is complicated by the concurrent application of Sharia, interpretations of which can limit gender equality. In addition, a poor land-registration system and women’s difficulties in securing loans hampers their right to own land.Endemic corruption and a lack of transparency hampers normal business activity.",2,"Early and forced marriages have been reported in Comoros. The law prohibits domestic violence, but courts rarely fine or order the imprisonment of convicted perpetrators, and women and children rarely file official complaints. Sexual violence and workplace harassment are believed to be widespread, but are rarely reported to authorities.",1,"The Comorian economy, which is primarily agricultural, relies heavily on remittances from Comorian citizens in France. Many young people struggle to find sustainable opportunities for employment. Poverty has driven many people to attempt the dangerous trip to Mayotte.Government efforts to identify and prosecute human trafficking are minimal, and trafficking cases, if addressed, are often done so through informal mediation processes. These mechanisms have sometimes facilitated the return of trafficking victims to traffickers. However, in August 2021, Comoros ratified the International Labour Organization’s (ILO) Forced Labour Protocol, which is designed to “eliminate forced labor,” and requires the government to take legal action against traffickers.",1
republic-congo,"Although private citizens generally enjoy freedom of movement, activists and opposition leaders can face restrictions and confiscation of their passports.The government imposed curfews, border closures, and internal travel restrictions in response to the COVID-19 pandemic in 2020. While curfews expired in much of Congo that year, nighttime curfews in Brazzaville and Pointe-Noire remained in effect until February 2022, when borders were also reopened.",2,"Legal protections for business and property rights can be undermined by bureaucracy, poor judicial safeguards, and corruption. The government directly or indirectly controls property in key industries such as oil, minerals, and aviation.",2,"Violence against women, including domestic violence and rape, is widespread but rarely reported. There are no specific laws forbidding domestic violence other than general assault statutes.Men are legally considered the head of the household, and divorce settlements are thus skewed against women. Adultery is illegal for both men and women, but women convicted of the crime face a potential prison sentence, while the penalty for men is a fine.",1,"Congo is a source and destination country for human trafficking, and allegations of complicity have been lodged against government officials. However, the US State Department reported in its 2022 Trafficking in Persons Report that authorities made some efforts to increase antitrafficking efforts by finalizing an updated action plan, providing more assistance to victims, and opening investigations of trafficking cases.According to local NGOs, members of minority groups have been conscripted into forced farm labor by members of the Bantu ethnic majority. Child labor laws are reportedly not effectively enforced.",1
costa-rica,Freedom of movement is constitutionally guaranteed. Costa Ricans enjoy relative freedom in their choice of residence and employment. COVID-19-related transit restrictions were lifted in March 2022.,4,"Property rights are generally protected. The business climate is relatively open, and individuals are free to establish businesses, although complicated bureaucracy can deter entrepreneurs from doing so.Land disputes between Indigenous and non-Indigenous peoples have been a source of conflict for years, and Indigenous groups sometimes face harassing lawsuits and violence. A 1977 Indigenous Law formalized Indigenous groups’ exclusive rights to some territories, but the government has failed to implement the law or provide compensation to non-Indigenous settlers who continue to occupy the land.",3,"Despite the existence of domestic violence protections, violence against women and children remains a problem. In 2019, then president Alvarado signed a bill increasing the statute of limitations in child sexual abuse cases from 10 to 25 years, and in 2021 he signed a bill expanding the definition of femicide and increasing the penalties for those convicted of the crime.In 2020, Costa Rica became the first Central American country to permit same-sex marriage.Abortion is illegal in Costa Rica except when a woman’s health is in danger. In 2019, then president Alvarado signed a technical decree to facilitate limited access to abortion, though conditions remain restrictive.",3,"Despite legal protections, domestic workers are subject to exploitation and forced labor. Employers often ignore minimum wage and social security laws, and fines for violations are insignificant. Child labor is a problem in the informal economy. Sex trafficking and child sex tourism are serious problems. The US State Department’s 2022 Trafficking in Persons Report highlighted the government’s “significant efforts” to combat trafficking, including implementing a national antitrafficking action plan. However, the report also noted that antitrafficking efforts are underfunded, and the government failed to prosecute or convict any labor traffickers in 2021 and 2022.",3
cote-divoire,"Freedom of movement has improved since 2011. However, irregular checkpoints and acts of extortion continue in some areas, particularly in the west and north, and near gold- and diamond-producing regions. The government’s efforts to combat these practices have been undermined by inconsistent financial support and a failure to investigate and prosecute perpetrators. Women are generally afforded equal freedom of movement, though risks of insecurity and sexual violence hinder this in practice.",2,"Citizens have the right to own and establish private businesses, and the country has attracted significant investment since 2011. However, property and land rights remain weak, especially in the west, where conflict over land tenure remains a significant source of tension. Under a marriage law passed in 2019, women are legally entitled to use inherited property as collateral for loans. Migrants may be discriminated over land issues even though they have legal documents of their property title.",2,"Women suffer significant legal and economic discrimination, and sexual and gender-based violence are widespread. According to a 2019 survey carried out by Citizens for the Promotion and Defense of the Rights of Children, Women and Minorities (CPDEFM), an Ivorian NGO, more than 70 percent of women in Abidjan, Côte d’Ivoire’s largest city, have been victims of domestic violence. Legal protections from gender-based violence are weak and are often ignored. Impunity for perpetrators also remains a problem, and when it is prosecuted, rape is routinely reclassified as indecent assault. Costly medical certificates are often essential for convictions yet are beyond the means of victims who are impoverished.Child marriage is historically widespread, though the 2019 marriage law set the minimum age for marriage at 18 for both sexes. Customary and religious marriages, more common outside urban areas, were not affected by the law. The law also banned same-sex marriage.",1,"Despite efforts by the government and international industries in recent years to counter the phenomenon, child labor is a frequent problem, particularly in the cocoa industry. Human trafficking is prohibited by the constitution, but government programs for victims of trafficking—often children—are inadequate.In the 2022 edition of its Trafficking in Persons Report, the US State Department reported that the government was successfully convicting more traffickers and identifying more victims, but also reported that victims receive insufficient shelter or services.",2
croatia,"Freedom of movement is protected by the constitution and upheld in practice. People may freely change their place of residence, employment, or education.",4,"Property rights are generally well protected. However, corruption can inhibit normal business operations.",3,"In 2014, following a 2013 referendum that banned same-sex marriage, the parliament passed a law allowing same-sex civil unions. The law affords same-sex couples equal rights in inheritance, social benefits, and taxation. In April 2021, an administrative court in Zagreb ruled that same-sex couples have the right to adopt children. The ruling was confirmed by a higher court in May 2022. Domestic violence remains a concern. Convictions for rape and domestic violence can bring lengthy prison terms, although Amnesty International noted that the vast majority of cases receive sentences of one year or less. Police sometimes fail to adhere to recommended procedures for handling domestic violence reports.In 2018, lawmakers ratified the Istanbul Convention, a treaty on preventing and combating gender-based and domestic violence. The treaty was unpopular among conservative and far-right groups who believed its tenets could lead to the legal introduction of same-sex marriage, a third gender category, or school curriculum changes. In response, the government offered a statement saying the treaty’s adoption would not change the legal definition of marriage. Amnesty International criticized the Croatian government for failing to harmonize its legislative and policy framework with the treaty’s terms. Abortion is legal, but is restricted to cases of rape, incest, or serious health problems for the pregnant person or fetus after 10 weeks. Croatian doctors face pressure to refrain from performing the procedure. In May 2022, a Croatian woman whose fetus was diagnosed with an aggressive tumor was only able to receive an abortion after a medical commission ruled in her favor. Four hospitals had declined to assist the woman, who was advised to travel to Slovenia.",3,"Worker protection laws are robust, and the Office of the Labor Inspectorate actively investigates work sites. However, labor violations remain a problem within the hospitality sector. Workers in the informal sector have less access to legal protections.Human trafficking remains a problem, sentences for those convicted of it can be light, and witness statements are not always given appropriate consideration in court cases.",3
