Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3,Tekst4,Skoor4
finland,"There are no significant constraints on political parties’ ability to organize and operate, and they compete freely in practice.",4,"Finland regularly experiences peaceful transfers of power between rival political parties through elections, with governments typically consisting of multiparty coalitions.",4,People’s political choices are generally free from undue interference by forces that are not democratically accountable.,4,"Citizens from the Finnish majority and all ethnic minorities enjoy full political rights. The Åland Islands—an autonomous region located off the southwestern coast whose inhabitants speak Swedish—have their own 30-seat parliament, as well as one seat in the national legislature. The Sámi of northern Finland, an Indigenous people who number about 10,000, have a legislature with limited powers, but they do not have guaranteed representation in the parliament. Members of the Sámi community continue to call for greater inclusion in political decision-making processes.Women and women’s interests are reasonably well represented in politics, as are LGBT+ people and their respective interests. Prime Minister Marin is the third woman to serve as Finland’s head of government. Her installation also marked the first time that all parties in a Finnish governing coalition were headed by women.",4
france,Parties are generally able to organize and operate freely.,4,"The Republican and Socialist parties dominated French politics in the early 2010s. Other parties and new alliances like Ensemble! and NUPES, which includes the Socialist Party in its coalition, have since gained more visibility.",4,"People’s political choices are generally free from domination. However, some media outlets have drawn outsized attention to controversial political personalities, potentially skewing public perception for economic gain.",4,"No laws restrict the political participation of women, LGBT+ people, and other marginalized groups. However, far-right parties and nationalist ideologies have become more mainstream and emboldened racist commentary in public discourse.",3
gabon,"The PDG dominates the nominally multiparty system. Opposition parties remain fragmented, and the government has disrupted their activities by denying them permits for public gatherings, arresting participants in their largely peaceful protests, and incarcerating their leaders.In 2019, a Libreville court handed Bertrand Zibi Abeghe, a former ally turned opposition leader arrested during the 2016 election, a six-year prison sentence; he was released in September 2022.In 2021, the government proposed a new law that would require presidential candidates to have lived in Gabon for at least six months in each of the two years preceding an election. The law reportedly targets members of the Bongo family who might contest the 2023 election against the president.",1,"The PDG has monopolized the executive branch since the 1960s, and there is no realistic opportunity for the opposition to gain power through elections. Ping, who called for a civil disobedience campaign over the 2016 presidential election, boycotted the 2018 National Assembly elections along with other opposition leaders.",0,"The Bongo family and associates have acquired enormous wealth after decades in power, which has led to judicial investigations in France. The 2021 release of the Pandora Papers, an investigation that focused on corruption in the global financial system, revealed that the Bongo family used substantial resources to sustain patronage networks and fund vote-buying during elections. The leadership relies on security forces to intimidate the opposition.",0,"Ethnic minorities have little ability to gain political representation, given the PDG’s dominance. Key government and military posts are held by loyalists from major ethnic groups. Though Parliament decriminalized homosexuality in 2020, LGBT+ people are not openly represented politically.Women are also underrepresented, holding only 14.7 percent of National Assembly seats as of December 2022. Ossouka Raponda, who remained in post at year’s end, is Gabon’s first female premier.",1
gambia,"There were 20 political parties registered in The Gambia as of 2022. Organizers must pay a one million–dalasi ($15,000) registration fee and garner the signatures of 10,000 registered voters, with at least 1,000 from each of the country’s regions. Parties centered on a particular religion, ethnicity, or region are banned. Parties are required to submit annual audits to the IEC.Candidate nomination requirements present an obstacle to party competition. Ruling parties have historically benefited from the advantages of incumbency, including misuse of state resources.",2,"Despite Barrow winning the 2021 presidential election, his party is not as dominant in the legislature as previous ruling parties have been. The NPP only has a majority with the support of two smaller parties—the Alliance for Patriotic Reorientation and Construction (APRC), which was the ruling party under Jammeh, and the National Reconciliation Party (NRP)—and of the five nominated members of the National Assembly. The NPP has poached members from other parties’ leadership.",3,"Gambians have become more free from improper influences on their political choices since Jammeh’s 22-year rule ended in 2017, but abuses such as the politicized distribution of money and goods to benefit the ruling party continued to be reported ahead of the 2021 election. An alleged coup plot by members of the Gambian military was thwarted in December 2022.A military mission of the Economic Community of Western African States’ (ECOWAS) initially deployed to enforce the 2016 election was extended in The Gambia until January 2024. In 2022, members of ECOWAS’ Mission in The Gambia (ECOMIG) clashed with rebels from Senegal’s Casamance region. The ECOMIG force has not had a discernible impact on the decisions of Gambian voters or politicians, though there are unproven allegations to the contrary.",2,"There is concern that Gambian politics are being defined by ethnic divisions, as major parties draw much of their support from particular ethnic groups. Women remain underrepresented in politics. Only five women held National Assembly seats after the 2022 legislative elections, unchanged from the number before the elections. A bill to reserve 16 National Assembly seats for women was introduced in 2021 but has stalled.",2
georgia,"While Georgia hosts a dynamic multiparty system, opposition parties can face barriers to political competition, including legal and other harassment.In 2019, the bankers Mamuka Khazaradze and Badri Japaridze were charged with money laundering two weeks after Khazaradze stated his intention to form a political party. (The party won four seats in the 2020 parliamentary elections.) The pair were convicted of fraud in January 2022 and handed seven-year prison sentences. However, a court commuted the sentences, saying the statute of limitations for fraud had expired.",2,"Georgia last underwent a transfer of power between rival groups in 2012–13, when GD defeated the UNM in parliamentary and presidential elections. A faction of the UNM split off in 2017, leaving smaller parties that are less capable of mounting a credible challenge. Voter intimidation and vote-buying activities inhibit the ability of opposition parties to gain power via elections. Opposition parties and members experienced significant intimidation and harassment in 2021. UNM leader Melia was arrested in February 2021 on charges related to antigovernment protests held in 2019, though he was released from pretrial detention in May. In September 2022, the television channel Pirveli, which is critical of the government, leaked documents its journalists said showed surveillance activity by the State Security Service of Georgia (SSG) against the UNM and other opposition parties.",2,"Recent elections have featured allegations of various forms of vote buying and intimidation, including pressure on public employees and recipients of social benefits to support the ruling party. Wealthy unelected figures such as GD founder Bidzina Ivanishvili exert significant political influence.",2,"No laws prevent women or members of ethnic and religious minority groups from participating in politics. Electoral reforms introduced in 2020 included a gender quota for the proportional-representation component of parliamentary elections; at least one in every four candidates on a party’s list must be a woman. Nevertheless, women remain underrepresented at all levels of government. Although a woman became president in 2018, women won only 31 seats in the 2020 parliamentary elections.Ethnic minority groups make up an estimated 13 percent of the population, with ethnic Armenians and Azerbaijanis forming the largest communities. However, few parliamentarians are members of ethnic minority groups.",2
germany,"While the CDU–CSU and SPD have historically dominated German politics, other parties have increased their support in recent years. Parties do not face undue restrictions on registration or operation. Under electoral laws that, for historical reasons, are intended to restrict the far-left and far-right, a party must receive either 5 percent of the vote or win at least three constituency seats directly to gain representation in the parliament. The constitution makes it possible to ban political parties, although a party must be judged to pose a threat to democracy for a ban to be legal, and no party has been successfully banned since 1956. Support for the AfD has risen in recent years as the party has moved further to the radical right. In 2022, the AfD held seats in the European Parliament, Bundestag, and all state parliaments with the exception of Schleswig-Holstein. While its popularity has shaken the German political system, most parties oppose the AfD and eschew coalitions that include it.",4,Opposition parties in Germany have a realistic opportunity to increase their support and gain power through elections.,4,"The German government is democratically accountable to the voters, who are free to throw their support behind their preferred candidates and parties without undue influence.",4,"The constitution gives all citizens age 18 or older the right to vote, to stand for election, and to hold public office. However, some groups are politically underrepresented. Women hold only 34 percent of Bundestag seats. Some 11 percent of Bundestag members are from immigrant backgrounds, having at least one parent born without German citizenship.Naturalization rates are low, leading to large numbers of long-term residents who cannot vote in federal elections. About 8.7 million foreign-born permanent residents were unable to vote in the 2021 federal elections, due in part to restrictive citizenship and voting laws.",3
ghana,"The constitution guarantees the right to form political parties, and this right is generally respected. However, in November 2022, the EC cancelled the registration certificates of 17 political parties for noncompliance with the Political Parties Act of 2000—the parties did not have national or regional offices, as required by law. Despite the guaranteed formation of political groupings, civil society groups have expressed concern about the rising involvement of partisan vigilante groups in inter- and intraparty disputes. In addition, candidates from smaller parties have expressed frustration with how difficult it is to compete with bigger parties due to increasing registration and filing fees.In 2020, Mensa announced that presidential candidates’ filing fees would double. Further, an NPP lawmaker introduced a bill that would allow Ghanaians with dual citizenship to hold public offices.",3,"There have been multiple peaceful transfers of power between the NPP and NDC, and parties in opposition have meaningful opportunities to increase their public support and win office. Mahama’s defeat in the 2016 presidential race marked the first time since the 1992 reintroduction of multiparty politics that an incumbent stood for reelection and lost. Mahama’s NDC maintains strong support as an opposition party.",4,"Ghanaians are generally free from undue interference with their political choices by powerful groups that are not democratically accountable. However, voters and candidates are threatened by vigilantism and politically motivated violence, despite the 2019 promulgation of the Vigilantism and Related Offences Act, which banned all political and other vigilante groups. NPP and NDC supporters clashed at several voter registration sites in 2020—despite an agreement between the two parties to refrain from such activity—resulting in one death. Of the 12 violent incidents recorded during the December 2020 elections, including those that resulted in five deaths, in only 2 cases had perpetrators been held accountable by the end of 2022.",3,"Ghanaian laws provide for equal participation in political life by the country’s various cultural, religious, and ethnic groups. Women formally enjoy political equality but hold comparatively few leadership positions in practice. Women won 40 parliamentary seats in the December 2020 elections, a slight increase over the 2016 results and the largest share since the reintroduction of multiparty politics.",3
greece,"The political system features vigorous competition among a variety of parties. Six parties were represented in Parliament as of 2021, and many others competed in the 2019 elections but did not pass the 3 percent threshold for representation.",4,"Greece has established a strong pattern of democratic transfers of power between rival parties, with the Panhellenic Socialist Movement (PASOK) and ND alternating in government for most of the past four decades. In 2012, the Democratic Left (DIMAR) split off from the Synaspismós party and joined a coalition government with PASOK and ND. In 2015, the radical left party SYRIZA, which saw its power increase during the financial crisis, won the parliamentary election. Together with the far-right party Independent Greeks (ANEL), a splinter party of ND, SYRIZA created a coalition that regained power and formed a government in September 2015.",4,No group or institution from outside the political system exerts undue influence over the choices of voters and candidates.,4,"Greece’s largest recognized minority population, the Muslim community of Thrace, has full political rights, and three members of the community won seats in the 2019 parliamentary elections. The authorities have rejected some ethnic groups’ attempts to secure official recognition or to register associations with names referring to their ethnic identity, affecting their ability to organize and advocate for their political interests, though such associations are generally able to operate without legal recognition. Since 2010, documented immigrants have been allowed to vote in municipal elections.Though there are no significant legal or practical barriers to women’s political participation, women only hold a little more than a fifth of the seats in parliament and sexist and patriarchal attitudes dissuade their active participation. In January 2020, Katerina Sakellaropoulou became the first woman to be elected as president of Greece.",3
grenada,"Political parties can organize freely. While a number of small parties have competed in elections, the first-past-the-post system encourages two-party politics, and since 1999 only the NNP and NDC have won seats in Parliament. Weak campaign finance laws potentially create an unfair advantage for certain parties.",4,"There are realistic opportunities for opposition parties to increase their support or gain power through elections, and power has rotated on several occasions since democracy was restored to Grenada in 1984. The NNP has won a majority of the elections since then, and the NDC failed to win any seats in the House of Representatives in the 2013 and 2018 elections.",4,"People are generally able to express their political choices without encountering pressure from outside actors. However, the OAS has expressed concern about a lack of transparency and regulation of campaign finance procedures, which could create avenues for undue influence over candidates and voters by business or other special interest groups.",4,"Grenada’s constitution guarantees universal suffrage for adult citizens. Political representation largely reflects a population that is over 90 percent of African or mixed descent. However, other ethnic groups have a voice in politics and are represented in Parliament.Women remain underrepresented in politics, with women winning only 5 of the lower house’s 15 seats in the June 2022 polls. OAS observers reporting on those polls noted that “a high level of violence against women, fear of victimization, societal backlash for entering politics, and unpaid care-work” inhibit female participation. Women’s advocacy groups do exert political influence, however.The marginalization of LGBT+ people impacts their ability to engage fully in political and electoral processes.",4
guatemala,"Political groups and organizations generally operate without encountering legal restrictions. However, new groups sometimes face bureaucratic delays from the TSE when attempting to register. Elections take place within an inchoate multiparty system in which new parties are frequently created, often without sufficient resources and infrastructure to gain broad support. Poor enforcement of party finance regulations has allowed some candidates and parties access to vast resources.",3,"Elections at the national and local levels are competitive, and new parties routinely gain significant quotas of power. Guatemalan politics are unstable, and power rotates between parties frequently, which can discourage a traditional opposition from coalescing. At least 10 candidates were killed during the 2019 election period.",3,"Verbal harassment and physical violence against voters are common during elections and can deter political participation. Weak enforcement of campaign finance regulations has permitted lopsided resource advantages, as well as financing of candidates by special interests and organized criminal groups, distorting the political choices of citizens. Direct vote buying and use of public funds to influence the outcome of elections is also common. Observers reported that armed groups and criminal organizations have attempted to sway the results of local races.",2,"Members of ethnic and other minority groups struggle to fully exercise their political rights. There are no affirmative measures in place to promote the election of representatives of Indigenous peoples, who are underrepresented despite accounting for as much as 60 percent of the population. There are 16 Indigenous members of Congress, 4 of whom are women; approximately 25 percent of mayors elected in 2019 were Indigenous. No Indigenous persons or Afro-Guatemalans currently hold cabinet-level positions.Women are underrepresented in politics, though small women’s rights groups have some visibility in the political sphere. Giammattei appointed three women ministers to his cabinet but two left their posts. Women hold only 31 seats in Congress, and only 11 mayorships out of 340.The first openly gay man to enter Congress was elected in 2019; since then, he has been the target of attacks and homophobic messages, including from the president and fellow legislators. Political opportunities remain rare for LGBT+ people.",2
guinea,"More than 150 political parties were officially recognized as of December 2021, with most having clear ethnic or regional bases of support. Article 6 of the transitional charter establishes the right for political parties to freely form. In practice, the operations of political parties are increasingly restricted under the junta, which in 2022 dismantled the country’s largest opposition group.In May 2022, the junta banned all political demonstrations “as long as public order cannot be guaranteed.” This announcement effectively targeted the activities of the National Front for the Defense of the Constitution (FNDC), a coalition of civil society groups, political parties, and labor unions, which accuse the junta of authoritarian practices. In July, the government initiated legal proceedings against three FNDC leaders, who subsequently were arrested. In August the government formally dissolved the FNDC. The FNDC and other organizations such as the National Alliance for Alteration and Democracy (ANAD) and the formerly ruling Rally for the Guinean People (RPG) no longer participate in the dialogue with the junta.In October, security forces used live ammunition against protesters calling for the return of civilian rule, and detained numerous FNDC sympathizers.",1,"The interim government rules through violence and intimidation. Because the political reconstruction process is controlled by President Doumbouya and his junta, the opposition appears to stand only a very limited chance to increase support or gain through elections. The date of the next elections has yet to be determined.In 2022, security forces frequently attacked rallies and protests organized by the opposition, making it more difficult for opposition parties to mobilize their supporters. The government formally dissolved the main opposition movement in August.",1,"Previously, Condé’s administration had reduced the influence of the military in politics, but the Special Forces (GFS), claimed power in 2021 and Doumbouya, the officer who led the GFS and the coup, became the interim president.Ethnic loyalty played an outsized role in the political choices of voters and party leaders under Condé. Rather than organizing around policy platforms or political ideologies and trying to attract new supporters, each party tacitly pledged allegiance to its respective ethnic group, contributing to the threat of mutual hostility and violence.There is widespread speculation that foreign-owned mining interests in Guinea, including Russian and Turkish operations, backed Condé and now back Doumbouya because they view him as best positioned to protect their interests.",1,"Women and members of ethnic and religious minority groups have full political rights under the law, but ethnic divisions and gender bias limit their participation in practice. Under a law passed in 2019, women must constitute 50 percent of electoral lists. Female representation in the National Assembly stood at only 16.7 percent prior to the 2021 coup. The transitional charter included a 30 percent gender quota for the CNT, which is implemented in practice. Members of the LGBT+ community are poorly represented in political life.",2
guinea-bissau,"There are no major constraints on party formation. Dozens of political parties are active in Guinea-Bissau, and 21 competed in the 2019 parliamentary elections, up from 15 in 2014. However, the political crisis since 2015—when former president Vaz dismissed then prime minister Pereira—has led to some instances of violence and intimidation among partisan groups.PAIGC leader and former presidential candidate Pereira was repeatedly prevented from leaving Guinea-Bissau on dubious grounds during 2022. The government initially claimed that Pereira was barred from leaving the country because he was the subject of an ongoing judicial investigation. However, authorities continued to prevent Pereira from leaving the country in September, even after a court order revoked earlier restraining measures that had required him to stay in Guinea-Bissau. Pereira was ultimately allowed to leave the country later that month. During 2022, the PAIGC was repeatedly blocked from holding a party conference, which was initially scheduled to be held in February. In February, PAIGC militant Bolom Conté legally challenged Pereira’s right to organize the congress, saying that his mandate as party leader had ended; the court sided with Conté, and issued an order forbidding the party to hold its congress. The court order was enforced in March when police violently raided PAIGC headquarters to prevent the congress from occurring, wounding at least seven people and arresting several others. Pereira accused President Embaló of pressuring the judiciary to block the congress, which was ultimately held in November and saw Pereira reelected as party leader.In May 2022, UM party leader Agnelo Regala was shot at outside his home by unknown individuals. The Attorney General’s Office (PGR) announced that the matter would be investigated.",3,"Guinea-Bissau has a limited record of democratic power transfers between rival political parties, as the PAIGC or military rulers have governed for most of the period since independence. In 2014, Vaz succeeded an independent who had served as acting president in the wake of the 2012 coup. Nevertheless, opposition forces increased their representation in the 2019 legislative elections. President Embaló of the new party Madem G15 succeeded former president Vaz of the PAIGC following the 2019 presidential election. However, Embaló’s use of the military to complete his installation in office raised concerns.",2,"The military has apparently refrained from interfering in politics since 2014, though it was used by President Embaló to complete his installment in office. The choices of voters and politicians continue to be influenced by corruption and patronage networks. Organized crime linked to drug trafficking and money laundering has contributed to the country’s political instability in recent decades. In February 2022, while President Embaló was leading a cabinet meeting at the government palace, a group of armed men surrounded the building and opened fire. Officials reported that 11 people—mostly government security personnel—were killed during the alleged coup attempt. Several people were arrested in connection with the attack, which Embaló claimed was planned by drug traffickers. The trial of 25 people allegedly involved in the attack was initially scheduled to take place in December, but had been postponed as of year’s end.Several of Embaló’s opponents—including PAIGC leader Pereira and Luís Vaz Martins, the former president of the Guinean League of Human Rights (LGDH)—have expressed doubts that the attack represented a genuine coup attempt. Some analysts believe Embaló may have orchestrated the coup himself, possibly in the hope that ECOWAS would send troops to help keep his government in power. In response to the February attack, an ECOWAS “stabilization force” was deployed to Guinea-Bissau in June to help local law enforcement protect public officials and government institutions and prevent further violence.",1,"Women enjoy equal political rights, but cultural obstacles limit their participation in practice, and they are underrepresented in leadership positions. Just 14 women won seats in the March 2019 parliamentary elections. A 2018 law requires 36 percent of candidates on party lists to be women.Ethnicity plays a role in politics, reducing the extent to which all groups’ interests are represented. For example, one of the country’s larger ethnic groups, the Balanta, has traditionally dominated the military and cast votes for the PRS.",2
guyana,"Political parties may form freely and they generally operate without interference. The APNU is predominantly Afro-Guyanese while the PPP/C is mainly Indo-Guyanese. Ethnopolitical divisions have sharpened amid the influx of oil and gas revenue. New parties emerged to contest the 2020 elections, gaining one shared seat. Independent candidates cannot legally stand for the presidency.",4,"The PPP/C ruled from 1992 to 2015, and the APNU-AFC coalition from 2015 to 2020. The PPP/C took power through elections in 2020, but significant pressure from the international community was required to ensure a declaration of the PPP/C as the winner based on the results of a recount.",4,"Voters are largely free to make their own political choices. However, there is concern that politics may be improperly influenced by the largely Indo-Guyanese economic elite.",3,"Women and ethnic minorities have equal political rights under the law. At least a third of each party’s candidate list must consist of women. Women gained 25 of the National Assembly’s 65 elected and 5 ex officio seats in 2020.Indigenous people, who make up about 10 percent of the population, are politically marginalized. In 2020, Indigenous activist and Liberty and Justice Party (LJP) founder Lenox Shuman ran for president. Later that year, Shuman became the first Indigenous deputy speaker of the National Assembly.",2
haiti,"Legal and administrative barriers that prevented some parties from registering or running in past elections have largely been eliminated. The number of members required to form a political party was reduced from 500 to 20 in 2014, leading to the creation of dozens of parties. However, pervasive insecurity and criminal violence impair political activity. Opposition leaders are subject to threats and abductions, and protests organized by opposition parties are regularly met with repressive force by authorities. Political actors have long employed criminal gangs to impede their opponents, further restricting competition.Criminal violence is pervasive. In December 2022, the UN Integrated Office in Haiti (BINUH) reported that over 1,200 kidnappings took place during the year, over twice as many as in 2021. Gangs continue to control neighborhoods and strategic roads connecting Port-au-Prince to the rest of the country.",1,"Haiti has a poor record of peaceful democratic transfers of power. It remains difficult for the opposition to increase its support or gain power through elections, which are regularly disrupted by violence, marred by accusations of fraud, and postponed. The PHTK consolidated power in the legislature and at the local level, in part through alliances with smaller parties, before national and local mandates expired. ",1,"Haitians’ political choices are marginalized by corrupt patronage networks, organized crime, and foreign actors. Many politicians have relied on money linked to drug trafficking, gang activity, and other illegal sources to finance their campaigns. The PHTK and opposition parties have enlisted armed criminal groups to either incite or halt residents’ involvement in protests and other political activities, according to local human rights activists.Citizens’ democratic autonomy was further harmed by the assassination of President Moïse and its aftermath. In addition to the violence and criminality associated with the murder itself, many observers decried the role of the Core Group—comprising ambassadors or representatives from Brazil, Canada, France, Germany, Spain, the United States, the European Union, the Organization of American States, and the United Nations—in accepting Henry as prime minister.",1,"Haitian women are underrepresented in political life, with only four out of 149 parliamentary seats held by women from 2017 to 2019. The constitution mandates that 30 percent of public officials be women, but there are no penalties for noncompliance. Election-related violence and social and cultural norms discourage women from participating in politics. Due to societal discrimination, the interests of LGBT+ people are not represented in the political system, and there are no openly LGBT+ politicians.",2
honduras,"Political parties are free to operate. While power has mostly been concentrated in the hands of the PL and the PN since democratization in the early 1980s, party politics in Honduras shifted in the 2010s. In 2013, Libre and the PAC participated in elections for the first time. Six parties won National Congress seats in 2021.",3,"Although opposition parties were affected by acts of political violence and electoral irregularities favoring the PN, they remained competitive. In 2021, the PN was ousted from the presidency for the first time in 12 years by Xiomara Castro of Libre. The PN also lost its congressional majority and mayoral races in Tegucigalpa and San Pedro Sula that year.",3,"Elites have traditionally exerted significant influence over political parties, limiting people’s political choices. The military remains politically powerful. Gangs, many with ties to drug trafficking, also sway decisions at the subnational level.Political violence is widespread and includes harassment, threats, and intimidation directed at candidates, politicians, and voters, especially women. In 2021, the University Institute for Democracy, Peace, and Security reported more than 30 deaths related to political and electoral violence.",1,"Adult citizens have the right to vote. Ethnic minorities, the LGBT+ population, and women, however, remain politically underrepresented, though political parties must abide by a 40 percent gender quota for their slates of congressional candidates. Some 27.3 percent of the National Congress’s seats are held by women, the highest figure seen in the 21st century.",2
hungary,"Political parties can organize legally, but they face some practical impediments to garnering popular support. Opposition parties are disadvantaged by the politicized distortion of the advertising market, including the market for the country’s many billboards.Individual politicians face smear campaigns in progovernment media outlets, and the government has taken steps to split the opposition vote in recent elections. Authorities have also interfered with opposition figures’ peaceful political activities.Parliament further amended the electoral framework in 2020, requiring political parties field candidates in 71 (instead of 27) single-member constituencies on a single list, forcing opposition parties to combine and field one consolidated list of candidates in the 2022 general elections. The government also maintains effective control of the State Audit Office (ÁSZ), which monitors campaign activities and party spending. In recent years, the ÁSZ has imposed sanctions on opposition parties for financial irregularities, while condoning or overlooking problematic spending of state subsidies by Fidesz.",3,"Fidesz has dominated the political landscape since the 2010 election. Opposition parties contended with even more obstacles and restrictions that detracted from their ability to gain power in the 2022 elections, despite banding together to present one unified slate of candidates. These included unequal access to media, smear campaigns, politicized audits, and a campaign environment skewed by the ruling coalition’s mobilization of state resources.The OSCE found a pervasive overlap between ruling coalition resources and government resources. The government used email addresses collected for pandemic-related communications to disseminate campaign messages and distorted information about the opposition’s position regarding the Russia-Ukraine war. Third-party spending, especially in social media, also strongly benefitted the ruling coalition. Fidesz-KDNP candidates were not willing to engage in televised debates with their opponents.",2,"Individuals are largely able to participate in public affairs without encountering undue influence over their political choices. However, Fidesz has increasingly harnessed its members’ political and economic power to sideline opposition groups and prevent them from presenting a meaningful challenge to its dominant position. The 2022 OSCE observation mission stressed recurring concerns of illegal practices that Roma are typically affected by: vote buying, pressure from mayors in relation to public employment programs, and stigmatizing campaign rhetoric.",3,"Women are underrepresented in political life, and the share of women in the parliament remains low. Only 26 of 199 National Assembly members and 1 out of 14 cabinet ministers are women following the 2022 elections. Ruling party ministers and progovernment media occasionally make derogatory and sexist remarks toward women parliamentarians.Hungary’s constitution guarantees the right of ethnic minority populations to form self-governing bodies, and all 13 recognized minorities have done so. Minorities can also register to vote for special minority lists—with a preferential vote threshold—in parliamentary elections. Minorities without a parliamentary mandate can send a “national minority advocate” to the parliament without voting rights. Only 1 of the 13 recognized minorities managed to elect a representative with voting rights to the National Assembly in 2022.Roma have long been underrepresented in politics and government and have been the target of derogatory rhetoric from Fidesz members in recent years.Though individual opposition politicians have openly supported equal rights for LGBT+ people, and the party Momentum has done so explicitly, LGBT+ people’s interests are not successfully represented in the parliament. The April 2022 polls included a referendum on a “child protection” law, a euphemism for provisions of another recently passed anti-LGBT+ law that bans any portrayal of LGBT+ people in materials meant for children. The referendum was made invalid after some 1.7 million voters cast invalid ballots in protest.",3
iceland,"Political parties form and operate freely, rising and falling according to political developments and the will of the public. Several new parties contested the 2021 parliamentary election, though no representatives from those parties were elected.",4,"Opposition parties can gain power through free elections. However, the IP has only rarely lost its status as the largest party in Parliament and has been included in all but one governing coalition since 1991.",4,"No military, foreign, or religious entities exert undemocratic influence over voters’ choices. However, some politicians and parties are closely linked with businesses, which in turn exert significant political influence. In one example, former fisheries minister Kristján Þór Júlíusson was closely affiliated with Samherji, an Icelandic fishing company that was implicated in a scheme to bribe Namibian officials in 2019. In 2022, some high-profile politicians drew criticism for supporting a criminal investigation into four journalists related to their work reporting on the Samherji scandal.",3,"All adult Icelandic citizens may vote in local and national elections. Electoral law amendments enacted in January 2022 allow foreigners to vote in municipal elections if they have been residents for at least three years and removed the waiting period for citizens of Nordic countries residing in Iceland. The interests of women and LGBT+ people are well represented in politics. Following the 2021 parliamentary election, women make up nearly 48 percent of Parliament.",4
india,"Political parties are generally able to form without interference, and a wide variety of parties representing a range of views and interests compete in practice. However, the ruling BJP has used various tools to limit campaigning by opposition parties.The opaque financing of political parties is a serious source of concern. A system of electoral bonds, introduced in 2017, allows donor identities to be known to the State Bank of India but obscured from the public. It has contributed to major fundraising advantages for the BJP. In addition, the government, through the Central Bureau of Investigation (CBI), has selectively pursued anticorruption investigations against opposition politicians while overlooking allegations against political allies. In September 2022, the Indian Express reported that the CBI investigated opposition politicians since the BJP came to power far more often, while fewer members of the ruling party were targeted.",3,"Different parties regularly succeed one another in government at the state and national levels. Modi and the BJP took power after the 2014 elections, ending 10 years of INC-led government, and were reelected by a wide margin in 2019. In 2022, the BJP scored victories—either alone or at the head of a coalition—in five states, while the AAP won in Punjab and in the MCD.",4,"Political participation, while generally free, is hampered by insurgent violence in certain areas. Separately, some political actors have sought to inflame communal tensions with the goal of energizing their own supporters while potentially intimidating opponents.",3,"Women and members of religious and ethnic minorities vote in large numbers and have opportunities to gain political representation. In 2019, for the first time, the rate of women’s voting in national elections equaled that of men. Indian lawmakers selected the country’s second-ever woman president when voting for Droupadi Murmu in July 2022. Female representation in the Lok Sabha, however, is low. Women held 15.1 percent of its seats as of December.Quotas ensure that 84 and 47 Lok Sabha seats are reserved for the so-called scheduled castes and scheduled tribes, respectively. State assemblies and local bodies feature similar quotas for these historically disadvantaged groups, as well as for women representatives.However, marginalized segments of the population continue to face practical obstacles to full political representation. Muslim candidates notably won 27 of 545 seats in the 2019 Lok Sabha elections, up from 22 previously. However, this amounted to just 5 percent of the seats in the chamber, whereas Muslims made up some 14.2 percent of the population according to the 2011 census. By the end of 2022, no national legislator belonging to the BJP identified as Muslim.The political rights of India’s Muslims continue to be threatened. The Citizenship (Amendment) Act (CAA) of 2019 grants special access to Indian citizenship to non-Muslim immigrants and refugees from neighboring Muslim-majority states. At the same time, the government moved forward with plans for the creation of a national register of citizens. Many observers believe that the register’s purpose is to disenfranchise Muslim voters by effectively classifying them as illegal immigrants. Importantly, Muslims disproportionately lack documentation attesting to their place of birth. Undocumented non-Muslims, meanwhile, are eligible for citizenship through a fast-track process under the CAA.The citizenship status of 1.9 million residents of Assam, which is home to a significant Muslim population, remains in doubt after a citizens’ register was finalized in the northeastern state in 2019.",2
indonesia,"The right to organize political parties is respected, and several major parties compete for power. Four new parties contested the 2019 elections.Eligibility requirements favor large parties. The 2017 General Elections Law (UU PU) requires new parties to undergo a “factual verification” process confirming the accuracy of submitted documents on parties’ management, membership, and operations. Communist parties are banned. The promotion of communism is banned under the criminal code passed in December 2022.",4,"Indonesia has established a pattern of democratic power transfers between rival parties since 1999. The most recent handover occurred in 2014, when the PDI-P returned to power after losing the previous two presidential elections. The UU PU requires parties or coalitions fielding presidential candidates to hold 20 percent of the seats in the parliament or 25 percent of the national vote in the most recent parliamentary election. The provision effectively bars new or smaller parties from fielding candidates in the presidential race.",4,"While voters and candidates are generally free from undue interference, the military remains influential, with former commanders playing prominent roles in politics. Intimidation by nonstate actors—including Islamist groups—remains a problem, as is the growing use of online propaganda in political campaigns.",3,"Women enjoy full political rights, and political parties are subject to 30 percent gender quotas for steering committees and candidates. However, women remain underrepresented in electoral politics, holding 21.6 percent of the DPR’s seats, though they do sometimes win leadership positions. Puan Maharani, daughter of former president Megawati and granddaughter of former president Sukarno, became the first female DPR speaker in 2019.Ethnic Chinese are poorly represented in politics and often abstain from voting. Two parties with ethnic Chinese leaders, the Indonesian Solidarity Party (PSI) and United Indonesian Party (Perindo), contested the April 2019 elections; neither exceeded the 4-percent parliamentary threshold for seats.Some local governments have discriminated against religious minorities by restricting access to identification cards, birth certificates, marriage licenses, and other bureaucratic necessities, limiting their political rights and electoral opportunities.LGBT+ people are poorly represented in electoral politics.",2
