Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3
czech-republic,"The president is the head of state but holds limited powers and is directly elected to up to two five-year terms. In January 2018, incumbent Miloš Zeman of the Party of Civic Rights was reelected, defeating Jiří Drahoš in the second round.The prime minister is the head of government and holds most executive power. Petr Fiala of the Civic Democratic Party (ODS) became prime minister in November 2021, a month after parliamentary elections. Fiala leads a coalition government comprising two pro-EU electoral alliances; one is the Together coalition (SPOLU), while the other includes the Czech Pirate Party and centrist Mayors and Independents.",4,"The 200 members of the Chamber of Deputies, the lower house of Parliament, are elected to four-year terms by proportional representation. The Senate, the upper chamber, which holds limited legislative power, has 81 members elected for six-year terms, with one-third up for election every two years. The free and fair October 2021 elections saw a voter turnout of 65.4 percent. The Action of Dissatisfied Citizens (ANO) party won a plurality of 72 seats in the Chamber of Deputies. SPOLU—comprising the ODS, the Christian Democratic Union–Czechoslovak People’s Party (KDU-ČSL), and Tradition, Responsibility, Prosperity 09 (TOP 09)—won 71. The Pirates-Mayors coalition took 37. The populist, anti-immigration Freedom and Direct Democracy (SPD) party won 20. SPOLU and the Pirates-Mayors group formed a governing coalition, with then premier Babiš giving way that November.The ANO performed well in local elections held in September 2022. However, it won few of the Senate seats contested in two rounds in September and October. The ANO won 3 of the Senate seats decided in October, while SPOLU won 20.",4,"The electoral framework is robust and generally well implemented by the State Election Commission. However, the body does not always operate with transparency. In 2021, the Organization for Security and Co-operation in Europe expressed disappointment that most of its previous recommendations went unaddressed. The Interior Ministry was responsible for registering candidates for the January 2023 presidential election. In December 2022, the Supreme Administrative Court ruled that businessman Karel Diviš was inappropriately excluded and could run. It also disqualified activist Denisa Rohanová; some of her backers were lower-house members whose mandates had ended before the election was due.",4
denmark,"The constitution retains a monarch, currently Queen Margrethe II, with mostly ceremonial duties. The monarch chooses the prime minister, usually the leader of the largest party or government coalition. Mette Frederiksen of the SDP was appointed by Queen Margrethe in June 2019, after that party emerged as Parliament’s largest in the election held that month. Frederiksen was reappointed prime minister in December 2022 after the November parliamentary elections.",4,"The 179 members of Denmark’s unicameral Parliament (Folketinget) are elected to four-year terms through a system of modified proportional representation. Frederiksen—who had headed an SDP-led government since 2019 with the support of the Red-Green Alliance, the Socialist People’s Party (SF), and the Social Liberal Party (SLP)—called for early elections in November 2022 amid ongoing fallout from the government’s November 2020 decision to order the culling of the Danish mink population due to the spread of COVID-19. Frederiksen’s center-left bloc won a one-seat majority in the snap parliamentary elections, but she resigned as prime minister the day after the election, announcing that she would work to form a left-right coalition government. In December, her efforts yielded a government comprising the SDP, the Liberal Party, and the newly formed Moderate party. The election was considered competitive and democratic by international monitors, and the results were accepted by stakeholders and the public. Local elections held in November 2021 were competitive and well-administered.",4,Robust electoral laws are upheld impartially by the various bodies tasked with implementation.,4
djibouti,"The president, who holds most executive power, serves five-year terms without term limits. President Guelleh was elected to a fifth term in April 2021 with 97 percent of the vote, according to the Interior Ministry. Of the nearly 215,000 citizens registered to vote, more than 80 percent cast ballots, according to the African Union (AU) observation mission. The AU monitors also reported that the polls were conducted competently, though the main opposition parties boycotted the contest, alleging that the election administration would be neither free nor fair.",0,"The 65 members of the unicameral National Assembly are directly elected for five-year terms. Constitutional changes in 2010 called for the creation of an upper house, which had yet to be established as of 2022.Most of the opposition boycotted legislative elections held in 2018, citing the government’s failure to honor a 2014 political agreement that provided for electoral reform. The 2018 polls were marked by irregularities, and the ruling UMP increased its majority to 57 of 65 seats. The opposition Union for Democracy and Justice–Djiboutian Democratic Party (UDJ-PDD) won seven seats, and the Center of Unified Democrats (CDU) took one.In March 2022, authorities held regional and communal elections that the UMP won while facing almost no competition; the only area where other lists competed was Ali Sabieh. Opposition parties were either limited in their activities or simply boycotted the polls, which they did not perceive as free or fair.",1,"A core element of the 2014 political agreement—meant to end the opposition’s boycott of the legislature following deeply flawed elections in 2013—was a pledge to reform the Independent National Electoral Commission (CENI), which the opposition has accused of bias. These reforms had not been carried out as of 2022. Other electoral provisions favor the dominant party, for example by awarding at least 80 percent of the seats in each multimember parliamentary district to the party that wins a majority in that district.",1
dominica,"The president, who is the ceremonial head of state, is nominated by the prime minister and opposition leader and elected by the House of Assembly for a five-year term. The prime minister is head of government and is appointed by the president.The leader of the ruling DLP, Roosevelt Skerrit, retained his position as prime minister after his party won most of the parliamentary seats in the December 2022 snap general election. Despite the poll’s overall credibility, the election was marred by low voter turnout amid an opposition-led boycott over an alleged lack of progress on electoral reform.In October 2018, the government reelected former security minister Charles Savarin as president.",4,"Dominica’s unicameral House of Assembly consists of 30 members who serve five-year terms; 21 members are directly elected, 5 senators are appointed by the prime minister, and 4 are appointed by the opposition leader. There are two ex officio members: the House speaker and the clerk of the House.In November 2022, Prime Minister Skerrit called for snap general elections to be held that December. The DLP won 19 seats in the 2022 general elections, while independents captured 2. The elections were considered peaceful and orderly by election monitors. However, two leading opposition parties, the United Workers’ Party (UWP) and the Dominica Freedom Party (DFP), along with the smaller Alternative Peoples’ Party (APP), boycotted the elections, citing the government’s failure to make progress on enacting electoral reforms. DLP candidates ran uncontested for six seats, resulting in those seats being allocated to the party in late November, ahead of the December elections. Both the boycott and the DLP’s uncontested victories may have contributed to a historically low 31.6 percent voter turnout for the December elections.",4,"The Electoral Commission manages and organizes the election process, and the electoral laws are generally fair. However, concerns persist. Both the opposition and members of the Dominican diaspora have campaigned for electoral reforms, such as updating voter rolls and issuing voter identification cards. After the 2019 polls, the Organization of American States (OAS) recommended a series of changes, including issuing photo identification cards to voters, introducing an electronic voting system, undertaking a voter-list review, and introducing party and campaign finance legislation. Despite the DLP government’s repeated promises to enact such reforms, no changes were made in 2022.In late December 2019, the opposition challenged the results of that year’s elections in 10 constituencies, alleging they were affected by fraud and bribery. In July 2022, the Caribbean Court of Justice (CCJ) dismissed the case. However, the CCJ noted that “areas of grave concern” about the conduct of the 2019 elections remained, and should be addressed before the country’s future elections. The DLP criticized the CCJ’s comments, calling the remarks gratuitous and saying that they had sown discord in Dominica.",3
dominican-republic,"The president is both head of state and chief of government and is elected to a four-year term. A 2015 constitutional amendment allowed presidents to run for a second term. In 2020, Luis Abinader of the Modern Revolutionary Party (PRM) was elected president over the Dominican Liberation Party (PLD) candidate Gonzalo Castillo, ending the PLD’s 16-year tenure. Voter turnout was low at 49.6 percent, compared to 68 percent in 2016.Observers from the Organization of American States (OAS) monitored the elections and deemed the polls credible, lauding the Central Electoral Board’s (JCE’s) measures to curb the spread of the coronavirus at polling stations and the consensus among political forces in postponing the election. However, inconsistent enforcement of social distancing and curfew measures benefited the PLD, and both parties used pandemic-related food, services, and medical supplies to incentivize voters. OAS Observers reiterated issues with electronic voting and repeated calls for compliance with parity requirements for women candidates and better supervision of parties’ and candidates’ finances under existing regulations.",3,"The Dominican Republic’s bicameral National Congress consists of the 32-member Senate and the 190-member Chamber of Deputies, with members of both chambers directly elected to four-year terms. The PRM gained majorities in both chambers in the 2020 legislative elections, which were held alongside the presidential election.",3,"Despite its shortcomings, the JCE operates with some transparency and cooperates with election monitors, opposition parties, and other relevant groups. The 2019 Electoral Regime Law and the 2018 Law of Political Parties, Groups, and Movements established the country’s new electoral framework. The 2020 elections exposed gaps in the implementation of campaign finance laws—demonstrated by unregulated distribution of gifts and humanitarian aid, candidates’ failure to submit required budgets and expenditure reports, and a lack of transparency in public fund allocations to candidates.New members of the Superior Electoral Court (TSE) were appointed in July 2021. However, a December 2021 Constitutional Court decision invalidated the law that assigned the TSE’s jurisdiction to hear electoral crimes trials, recognizing instead ordinary criminal courts.",3
democratic-republic-congo,"According to the constitution, the president is chief of state and is elected for a maximum of two five-year terms. The prime minister is head of government and is formally appointed by the president.Félix Tshisekedi was declared president in 2019, following elections held in late 2018. His predecessor, Joseph Kabila, had overstayed his constitutional mandate by two years; the Constitutional Court allowed Kabila to stay in office until his successor’s election, but polls were repeatedly delayed. The Independent National Electoral Commission (CENI) declared Tshisekedi president with 38.6 percent of the vote, defeating Martin Fayulu of the Lamuka (Wake Up) coalition, who reportedly secured 34.8 percent. Tshisekedi, of the Course for Change (CACH) coalition, was believed to have come to power via a backroom deal under which he allied with the Kabila-led Common Front for Congo (FCC). The poll was heavily criticized due to voter suppression and electoral fraud; several opposition candidates were barred from running. 	By the end of 2020, Tshisekedi and the CACH ended their coalition with the FCC. Sylvestre Ilunga Ilukamba, a Kaliba ally, resigned as prime minister in January 2021 after losing a no-confidence vote. Tshisekedi appointed Jean-Michel Sama Lukonde Kyenge as prime minister that February.",0,"The DRC has a bicameral national legislature with a 500-seat National Assembly chosen via direct election, and a 109-seat Senate elected by provincial assemblies. Eight Senate seats are reserved for customary chiefs. As former president, Kabila holds a lifetime Senate appointment. Members of both houses serve five-year terms. The FCC won 341 National Assembly seats, the Lamuka coalition took 102, and the CACH took 46 in the deeply flawed 2018 parliamentary elections. In late 2020, President Tshisekedi announced a new coalition, the Sacred Union of the Nation (USN); he went on to sway many pro-Kaliba lawmakers to back it. By April 2021, when Tshisekedi announced a new cabinet, he and the USN reportedly had the support of 400 lower-house members.",1,"The country’s electoral framework does not ensure transparent elections in practice. Opposition parties and civil society frequently criticize CENI and the Constitutional Court for lacking independence. CENI has also been affected by corruption. In 2019, the US Treasury Department sanctioned three CENI officials, accusing them of undermining the electoral process. In November 2022, CENI announced that the next presidential election would be held in December 2023 but warned that its work would be affected by the ongoing coronavirus pandemic, Ebola, and armed conflict.",0
ecuador,"The 2008 constitution provides for a directly elected president. The president has the authority to dissolve the legislature, which triggers new elections for both the assembly and the presidency. In 2018, voters approved a referendum that restored term limits, which had been eliminated in a 2015 constitutional amendment under former president Correa; the president can now serve up to two terms, which effectively bars Correa from reclaiming the presidency.In April 2021, Guillermo Lasso, who had unsuccessfully run for president twice before, defeated Union for Hope (UNES) candidate Andrés Arauz, winning 52 percent of the vote.",4,"Ecuador has a 137-seat unicameral National Assembly, with 116 members directly elected, 15 elected by proportional representation, and 6 elected through multiseat constituencies for Ecuadorians living abroad. Members may serve a maximum of two four-year terms.International and domestic observers generally praised the February 2021 legislative elections as credible and fair. While no party won a majority, UNES, the new party formed by Rafael Correa and his allies, secured 49 seats, followed by Pachakutik with 27. The Social Christian Party (PSC) and the Democratic Left (ID) both won 18. President Lasso’s party, Creating Opportunities (CREO) obtained only 12.",4,"During the Correa era, the National Electoral Council (CNE) had generally been considered government-controlled. The body faced some criticism for its administration of the 2017 elections, including for slow vote counting and irregularities in the voter rolls. In response to the criticism, the transitional National Council of Citizen Participation and Social Control (CPCCS), which is responsible for appointing CNE members, dismissed all sitting CNE members in July 2018, and that November, five newly appointed members began a six-year term. The new members have generally displayed greater independence and transparency than their predecessors. The Observatory on Latin American (OLA), a research center at The New School University in New York, praised the CNE for how the 2021 elections were organized, for successfully implementing recommendations from international election observers and the OAS, and publishing the results quickly and accurately.",3
egypt,"President al-Sisi, who took power in a 2013 coup while serving as Egypt’s defense minister and armed forces commander, has been elected only through unfair, noncompetitive contests. In the 2018 elections, Sisi received 97 percent of the votes after pressuring all opposition candidates to withdraw. The vote was marred by low turnout, the use of state resources and media to support Sisi’s candidacy, voter intimidation, and vote buying.Constitutional amendments adopted in 2019 added two years to Sisi’s current term, extending it through 2024, at which point he will be allowed to seek an additional six-year term. Future presidents will be limited to two six-year terms.",0,"The 2019 amendments to the 2014 constitution reestablished the Egyptian parliament as a bicameral body in which members serve five-year terms. The upper house, the Senate, consists of 300 seats and has no significant legislative competencies. Two-thirds of senators are elected (half through closed party lists and half in individual seats) and one-third are appointed by the president. The House of Representatives consists of 568 members, half elected through closed party lists and half in individual seats. The president has the right to appoint 28 additional members to the House.The 2020 elections to both parliamentary bodies were marred by the widespread detention and intimidation of individuals who criticized the process, low turnout, claims of fraud, vote buying, and severe interference by security apparatuses. No credible groups were allowed to monitor the elections.Without any competitor lists, the Unified National List, headed by the regime-allied Mostaqbal Watan (Nation’s Future) Party, won all 100 party-list seats and 88 individual seats in the Senate; Mostaqbal Watan also won all 284 party-list seats and 31 individual seats in the House of Representatives. Another proregime party, independents, and small parties took the remaining seats in both houses. In October 2020, President Sisi appointed 100 mostly proregime members to the Senate.Egypt has not held elections for local councils since 2008, and the last elected local councils were dissolved in 2011.",1,"While electoral laws provide an ostensible basis for credible elections, electoral authorities fail to ensure an open and competitive campaign environment. The board of the National Electoral Commission (NEC) consists of senior judges drawn from some of Egypt’s highest courts, who serve six-year terms. The NEC’s establishing legislation phases out direct judicial supervision of elections by 2024, which critics argue will further damage the integrity of elections and reduce public trust in the results.",1
el-salvador,"El Salvador’s president is directly elected for a five-year term. In 2019, Nayib Bukele won the presidential election in the first round with 53 percent of the vote and was inaugurated that June. Voter turnout was 52 percent. Organization of American States (OAS) observers called the election free and generally fair and praised the peaceful transfer of power.",4,"The 84-member, unicameral Legislative Assembly is elected for three years. The Nationalist Republican Alliance (ARENA) and Farabundo Martí National Liberation Front (FMLN) dominated Salvadoran politics since the first postwar election in 1994. However, in the February 2021 legislative elections, ARENA was reduced to 14 seats and the FMLN to 4, while the newly constituted party of President Bukele, New Ideas (NI), won a supermajority with 56 seats. The remaining 10 seats went to smaller parties.European Union (EU) and Latin American election observers attested that the results reflected the popular will but found that the campaign environment was flawed in favor of NI, with violations of electoral law including the use of significant state resources to favor the party.",3,"El Salvador’s electoral framework is designed by the Legislative Assembly and administered by the Supreme Electoral Tribunal (TSE).In September 2021, the Constitutional Chamber of the Supreme Court of Justice (CSJ), dominated by unconstitutionally appointed magistrates allied with Bukele, ruled that the president may serve two consecutive terms, in contravention of several articles of the constitution. The Constitutional Chamber directed the TSE to allow the change, which the TSE did, saying that the ruling could not be appealed. In September 2022, President Bukele announced he would run for reelection in 2024.In March 2022, the FMLN-nominated TSE magistrate Julio Olivo claimed that a group of four government-aligned magistrates had effectively taken control of decision-making processes within the institution, excluding the other six members.",3
equatorial-guinea,"The president controls the executive branch, including the council of ministers. Teodoro Obiang Nguema Mbasogo, Africa’s longest-serving head of state, has held the presidency since 1979. He was awarded a new seven-year term in the November 2022 presidential election, ostensibly winning 97 percent of the vote in an unfair contest against two nominal challengers from approved opposition parties.",0,"The bicameral parliament consists of a 70-seat Senate and a 100-seat Chamber of Deputies. Fifteen senators are appointed by the president, 55 are directly elected, and there can be several additional ex officio members. The Chamber of Deputies is directly elected, and all elected lawmakers serve five-year terms.In the November 2022 legislative elections, the ruling Democratic Party of Equatorial Guinea (PDGE) and its allies won all 100 seats in the lower house, all 55 of the elected seats in the Senate, and all 588 municipal council positions. The two opposition parties that were permitted to participate received a tiny fraction of the vote, according to official results, and the campaign environment was tightly controlled by the authorities.",0,Equatorial Guinea does not have an independent electoral body; the head of the National Electoral Commission during the 2022 elections was also the country’s interior minister and a member of the ruling PDGE. Elections are not fairly managed in practice.,0
eritrea,"Following Eritrea’s formal independence from Ethiopia in 1993, an unelected Transitional National Assembly chose Isaias Afwerki to serve as president until elections could be held under a new constitution. He has remained in office since then, without ever obtaining a mandate from voters.",0,"A constitution ratified in 1997, but never instituted, calls for an elected 150-seat National Assembly, which would choose the president from among its members by a majority vote. National elections have been postponed indefinitely, and the transitional assembly has not met since 2002. National elections have never been conducted. Periodic local and regional assembly elections are carefully orchestrated by the PFDJ and offer no meaningful choice to voters.",0,"The 1997 constitution calls for an electoral commission whose head is appointed by the president and confirmed by the National Assembly, but it has never been established. Electoral laws have not been finalized.",0
estonia,"The prime minister, who serves as head of government, is nominated by the president and approved by the parliament. There have been three governments since the 2019 parliamentary elections. The first government, from 2019, was headed by Jüri Ratas of the Center Party in coalition with the far-right Conservative People’s Party of Estonia (EKRE) and the conservative Isamaa party. It was replaced in January 2021 by a government led by the Reform Party leader Kaja Kallas in coalition with the Center Party. In June 2022, relations between the ruling parties deteriorated, and the coalition crumbled. A new goverment was formed in July, again headed by Kallas of the Reform Party, this time in coalition with Isamaa and the Social Democrats.The president is elected by the parliament to a five-year term, filling a largely ceremonial role as head of state. In August 2021, Alar Karis was elected as a nonpartisan consensus candidate in a second round of voting, winning the support of all parliamentary parties except the EKRE.",4,"The constitution establishes a 101-seat unicameral parliament called the Riigikogu, whose members are elected for four-year terms using proportional representation in multimember constituencies.The March 2019 parliamentary elections met democratic standards. As it had been in previous elections in 2015, voter turnout was about 64 percent. Five parties cleared the 5 percent vote threshold for representation, with the main opposition center-right Reform Party capturing a plurality with 34 seats. Electoral support for EKRE more than doubled, which translated into 19 seats. The incumbent Center Party won 26 seats, down one. The number of seats won by Isamaa and the Social Democrats dropped to 12 and 10, respectively.",4,"The legal framework for conducting elections is clear and fairly administered. Online voting is common and has gained in popularity. The 2019 parliamentary and 2021 local elections featured record turnout online, demonstrating strong public confidence in the system.",4
eswatini,"The king is the chief executive authority and is empowered to appoint and dismiss the prime minister and members of the cabinet. Mswati III took the throne in 1986, four years after the death of his father, King Sobhuza II. The prime minister is ostensibly the head of government but has little practical power. Cleopas Sipho Dlamini was appointed prime minister in July 2021, succeeding acting prime minister Themba Masuku, who temporarily held the position after former prime minister Ambrose Mandvulo Dlamini died of COVID-19 in 2020. Traditional chiefs govern their respective localities and typically report directly to the king. While some chiefs inherit their positions according to custom, others are appointed through royal interventions, as allowed by the constitution.",0,"The 73-member House of Assembly, the lower chamber of the bicameral Parliament, includes 59 members elected by popular vote within the tinkhundla system, which allows local chiefs to vet candidates and influence outcomes in practice; the king appoints 10 members. If female representation does not exceed 30 percent of the lower house, an additional four women may be elected by the body; parliamentarians did so in 2018. The king appoints 20 members of the 30-seat Senate, the upper chamber, with the remainder selected by the House of Assembly. All members of Parliament serve five-year terms. After the 2018 parliamentary elections, the king appointed six members of the royal family to the House of Assembly and eight to the Senate. The elections, which were tightly controlled and featured a slate of candidates almost entirely loyal to the king, did not offer voters a genuine choice.",0,"The Elections and Boundaries Commission (EBC) is not considered impartial. It is financially and administratively dependent on the executive, and its members are appointed by the king on the advice of the Judicial Service Commission (JSC), whose members are also royal appointees. Details of the results of September 2018 parliamentary elections were only made public in March 2019.Traditional chiefs also play an important role in elections, as candidates effectively need their approval to run for office.",0
ethiopia,"The president is the head of state and is indirectly elected to a six-year term by both chambers of Parliament. The prime minister is head of government and is selected by the largest party in Parliament after elections, or in the case of a resignation. Following general elections in June and September 2021, Prime Minister Abiy’s Prosperity Party formed a new cabinet that included three opposition party members. In October, Abiy was sworn in for a new five-year mandate. Despite their landslide victory, the results were contested by political actors who were excluded or who did not participate in the process due to perceived unfairness.",1,"The bicameral Parliament includes the 153-seat House of Federation, whose members are elected by state assemblies to five-year terms, and the House of People’s Representatives, with 547 members directly elected to five-year terms. The June and September 2021 parliamentary and regional elections were seen as an opportunity for the country to break from its past of undemocratic elections. Changes in electoral laws and reform of the NEBE improved the body’s operations and encouraged far more opposition parties to participate than ever before. A total of 46 political parties participated in the elections, fielding 9,505 candidates. An estimated 37 million people registered to vote, and some 90 percent of registered voters cast a ballot. Final results from the National Electoral Board of Ethiopia (NEBE) confirmed a majority for the Prosperity Party, which won over 410 of 436 constituencies contested. Polls were indefinitely postponed in Tigray.Despite improvements, the elections were fraught with insecurity, registration problems, and other challenges that limited widespread acceptance of the outcomes as free and fair. Numerous political parties raised concerns about the closure of their offices by security agents, harassment, imprisonment, and killings of their members. In this context, key opposition groups boycotted the election, resulting in many uncontested seats. While more competitive than previous elections, the 2021 polls still fell short of conferring broad-based legitimacy to the elected government among significant political factions in the country.",1,"Several reforms to the electoral system and its oversight have taken shape under Prime Minister Abiy. Parliament unanimously passed the 2019 Ethiopian Election, Political Parties Registration, and Election Ethics law. The new legal framework reduced restrictions that had limited the participation of opposition groups and failed to recognize voting rights of marginalized sections of the population, such as international displaced persons (IDPs) and prisoners.Challenges that arose during the 2021 polls tested the impartiality and credibility of the NEBE and the broader electoral framework, including regarding the participation of imprisoned political candidates. One party, the Balderas for True Democracy, sought legal recourse to ensure imprisoned candidates were registered and succeeded when the Federal High Court directed the NEBE to allow the jailed candidates to participate. Electoral authorities initially resisted the court order, saying ballots had already been printed, but ultimately reprinted ballots to include the Balderas candidates. Similarly, several Oromo political parties filed their case to the court after being denied accreditation by the NEBE and the court ruled for them, though they did not participate in the election due to the lengthy court proceedings.The lack of a complete census, which was scheduled to be completed in 2017 but was repeatedly delayed due to security concerns, remains a major impediment to the demarcation of constituencies that ensure fair representation based on accurate population estimates. With the exception of the newly established Sidama regional state, the distribution of electoral constituencies has not changed from the original distribution established in 1995.",2
fiji,"The prime minister is the head of government. The party that wins the most seats in parliamentary elections selects the prime minister, who is then appointed by the president. In December 2022 parliamentary elections, the ruling FijiFirst Party and a coalition of two opposition parties, the PAP and the National Federation Party (NFP), each won 26 seats. The balance, 3 seats in the 55-member parliament, was won by the Social Democratic Liberal Party (SODELPA). After some equivocation, SODELPA decided to join the opposition coalition to form a government, the first that would not be led by Frank Bainimarama since he had taken power in a 2006 coup. Sitiveni Rabuka, head of the PAP, was elected by a secret ballot of members of parliament days later, 28 votes to 27. In an interim press statement before the conclusion of the count, the Multinational Observer Group reported that they “did not observe any significant irregularities or issues during pre-polling, postal voting or Election Day voting.” Opposition leaders had raised allegations of irregularities after a glitch in the official elections office app forced a pause in vote counting.The president is elected by Parliament for a three-year term and holds a largely ceremonial role. In October 2021, Ratu Wiliame Katonivere was elected president, replacing former president George Konrote.",3,"Parliament is Fiji’s unicameral legislative body, with 55 members elected to serve four-year terms. International observers of the 2018 and 2022 parliamentary elections found polling largely credible, although civil society participation was limited. The country uses an open list proportional representation system with a single, nationwide constituency; candidates are represented only by numbers on ballot papers.Municipal elections have not been held since 2005. Municipal councils were dissolved in 2009 and have since been run by government-appointed administrators.",2,"The legal framework for Fijian elections is considered fair. However, the structure of the electoral administration has raised concerns about potential political interference. Until December 2022, FijiFirst’s secretary general, Aiyaz Sayed-Khaiyum, served as minister of elections as well as attorney general. A July 2021 decision by the Supervisor of Elections, Mohammed Saneem, removed opposition parliamentarian Niko Nawaikula from the voter registry on the grounds that he had not registered under his birth name. Nawaikula was forced to vacate his seat, but was reinstated in August by Fiji’s chief justice, who criticized Saneem for overextending his authority. Following Nawaikula’s reinstatement, the FijiFirst majority in Parliament passed an amendment to the Electoral Act in September 2021 requiring citizens to use the name “specified on the applicant’s birth certificate” on the voter registry. The opposition has expressed concern that the rule will disproportionately affect women voters whose birth names differ from their marital names. In December 2021, seven women brought a case before the High Court alleging discrimination against women occasioned by the amendment. The government that came to power in December 2022 promised to reverse this requirement.Other 2021 and 2022 amendments to the electoral law increase the powers of the Supervisor of Elections (SoE) significantly. The Law Council of Australia warned that the 2022 amendment gives the SoE ""extraordinarily broad information gathering powers without adequate safeguards or oversight mechanisms.”",2
finland,"The president, whose role is mainly ceremonial, is directly elected for up to two six-year terms. In 2018, former finance minister and incumbent president Sauli Niinistö, originally of the center-right National Coalition Party (KOK), won a second presidential term with 62.6 percent of the vote, defeating several challengers. The election was considered broadly free and fair.The prime minister, the head of government, is selected by Finland’s freely elected parliament. Following parliamentary elections in April 2019, Antti Rinne of the Social Democratic Party became prime minister in June. However, he resigned due to criticism within the governing coalition over his handling of a postal workers’ strike in November 2019, and Sanna Marin was chosen by the party to replace him in December 2019.",4,"Representatives in the 200-seat, unicameral parliament, the Eduskunta, are elected to serve four-year terms. Prior to the 2019 elections, the Organization for Security and Co-operation in Europe (OSCE) expressed “a high level of confidence in all the aspects of the electoral process” and concluded that it was not necessary to send an election observation mission.The Social Democratic Party won the largest share of the vote, taking 40 seats. The right-wing Finns Party placed second with 39 seats. The new government formed in June 2019 comprised the Social Democratic Party, the Center Party with 31 seats, the Green League with 20 seats, the Left Alliance with 16 seats, and the Swedish People’s Party of Finland with 9 seats. The remainder of seats went to KOK, which took 38, the Christian Democrats with 5, the new Movement Now with 1, and the Åland Coalition, also with 1.",4,Finland’s electoral laws are robust and generally well implemented by the relevant authorities.,4
france,"The president is chief of state, and is elected to five-year terms by direct, universal suffrage in a two-round system. Executive elections are considered free and fair. Incumbent Emmanuel Macron won 27.9 percent of the first-round vote in April 2022, while Marine Le Pen of the far-right FN won 23.2 percent. Macron won 58.6 percent and a second term in the second round in late April. The 28 percent second-round abstention rate was the highest seen for such a contest since 1969.The prime minister is head of government and is appointed by the president. Labor Minister Élisabeth Borne was named premier in May 2022 and remained in office at year’s end.",4,"Members of the lower house of Parliament, the 577-seat National Assembly, are elected to five-year terms in a two-round system. The upper house, the 348-seat Senate, is an indirectly elected body whose members serve six-year terms.In the June 2022 parliamentary elections, Ensemble! won 245 lower-house seats, falling short of an absolute majority. The New Ecological and Social People’s Union (NUPES), a four-party left-wing coalition, won 131. The far-right FN won 89, a major improvement over the 8 seats it won in 2017.",4,France’s electoral laws and framework are fair and implemented impartially.,4
gabon,"The president is elected by popular vote for seven-year terms. Presidential term limits were abolished in 2003. The August 2016 presidential election pitted incumbent Ali Bongo Ondimba of the Gabonese Democratic Party (PDG) against Jean Ping of the opposition Union of Forces for Change (UFC). The electoral commission declared Bongo the winner with 49.8 percent of the vote. In Haut-Ogooué Province, a Bongo family stronghold, the commission claimed a turnout rate of 99.9 percent, with 95 percent for Bongo, even though turnout in the rest of Gabon was 54 percent. Both Ping and observers from the European Union called for a recount.Meanwhile, violent protests erupted, and security forces stormed Ping’s headquarters. Although the government claimed the death toll from the unrest was under 10 people, journalists and opposition leaders estimated that more than 50 had died; hundreds were arrested.The Constitutional Court, headed by a longtime Bongo family ally, rebuffed an observation mission from the African Union during the recount. Following the recount, the president was credited with 50.7 percent of the vote, which Ping rejected.Bongo suffered a stroke in 2018 and was not seen publicly for nearly a year. Since then, his capacity to serve has been repeatedly questioned.The president nominates and can dismiss the prime minister at will. Then defense minister Rose Christiane Ossouka Raponda was named prime minister in July 2020.",0,"Gabon’s Parliament consists of the 143-seat National Assembly, whose members are elected by popular vote for five-year terms, and the 67-seat Senate. Some 52 senators are directly elected, while 15 are appointed by the president. The Senate was reformed by 2020 constitutional amendments as part of the PDG’s efforts to consolidate control should Bongo be further incapacitated. Bongo appointed his share of senators in February 2021, days after the PDG claimed 45 of the body’s elected seats.National Assembly elections were originally due in 2016 but were repeatedly postponed. The incumbent lower house was finally dissolved in 2018, leaving the Senate as the only legislative body for most of that year. The PDG claimed 98 seats in the October 2018 National Assembly elections, which were boycotted by opposition parties due to the government’s failure to create an independent electoral commission. PDG allies won roughly 10 more seats, and no other party took more than 11. The elections were marked by credible allegations of fraud and repression.",0,"Gabon’s electoral laws and framework do not ensure credible elections. The electoral commission, the Interior Ministry, and the Constitutional Court all play important roles in managing elections, and all are loyal to Bongo. In 2018, Parliament gave its final approval to constitutional amendments that were developed without meaningful input from opposition parties or civil society. Those amendments introduced a runoff system for presidential elections if no candidate secures a first-round majority. Lawmakers rejected the imposition of presidential term limits. Under the 2020 constitutional amendments, the Senate’s size was reduced and the president was allowed to appoint 15 of its members. The amendments were regarded as a means of consolidating PDG control.The mandate of the members of the Gabonese Election Center (CGE), a body that organizes elections, was affected by the COVID-19 pandemic, with the Constitutional Court extending those mandates in June 2020. Nongovernmental organizations (NGOs) and political parties later argued that the CGE was functioning illegally, however. In an October 2022 ruling, the Constitutional Court called for the body’s renewal. Opposition parties unsuccessfully sought to trigger a reform of the electoral code, which they believe favors the government, in 2022.",0
