Country,Tekst,Skoor,Tekst2,Skoor2,Tekst3,Skoor3,Tekst4,Skoor4
finland,"Freedom of expression is protected by Article 12 of the constitution and the 2003 Act on the Exercise of Freedom of Expression in Mass Media. Media outlets in Finland are typically independent and free from political pressure or censorship, and the media environment is strong.In March 2022, parliament approved an amendment to the Finnish Broadcasting Company (YLE) law requiring the public service broadcaster to include video or audio with text-only news articles, reducing public access to free, quality journalism. A citizen petition against the law was not considered.Journalists sometimes face harassment for their work, notably those who cover topics related to immigrants and immigration. Journalists also face the risk of defamation charges. In April 2019, investigative reporter Johanna Vehkoo was convicted of defaming a far-right politician and ordered to pay more than $7,000 in fines and compensation. The Finnish Supreme Court acquitted Vehkoo of the charges in January 2022, further strengthening Finland’s support of freedom of expression.",4,"Religious freedom is guaranteed in the constitution and generally respected in practice. However, far-right hate speech and incidents of vandalism directed at the Jewish and Muslim communities are ongoing concerns. Police note that religious discrimination remains a motivating factor for hate crimes.In March 2022, the Helsinki District Court ruled in favor of Päivi Räsänen, a Finnish parliamentarian who was charged with spreading hate speech about the LGBT+ community. The court stated that her religiously based comments did not violate freedom of speech laws.",4,Academic freedom is generally respected.,4,"There are few impediments to personal expression, and the authorities are not known to engage in improper surveillance of personal communications.",4
france,"The media generally operate freely and represent a wide range of political opinions, though journalists have faced violence in the course of their work.Under the 2021 Global Security Law (LGS), journalists do not enjoy exceptions in circumstances where police officers order the dispersal of protests.In 2019, Paris prosecutors ordered a raid of Mediapart’s offices after the outlet published remarks made by a former Macron aide. In July 2022, a court ruled that the raid was “neither necessary in a democratic society, nor proportionate to the objective sought” and ordered the government to pay Mediapart one euro along with a separate fine.",4,"The constitution protects freedom of religion. Antidefamation laws penalize religiously motivated abuse, and Holocaust denial is illegal. The government maintains the policy of laïcité (secularism), whereby religion and state affairs are strictly separated. However, senior officials and politicians have engaged in antisemitic and Islamophobic rhetoric in the public sphere.The state has placed Muslim organizations under greater scrutiny. The 2021 Law Reinforcing the Republican Principles (LRPR) allows the government to dissolve religious organizations, increases the surveillance of mosques and Muslim associations, and requires the latter to sign a contract of “respect for Republican values” when applying for state subsidies.Muslim women are subject to several laws preventing them from wearing clothing related to their religious practice or identity. In February 2022, authorities in Paris banned a march of female football players wearing the hijab.",3,There are no formal restrictions on academic freedom in France.,4,"Though citizens are free to express their views publicly, the government’s surveillance and tracking of individuals based on their political views has raised concerns in recent years.The use of facial recognition is largely banned in public spaces with some exceptions. In May 2022, Nice mayor Christian Estrosi called on the National Commission for Information and Freedoms, a government body, to allow greater use of recognition technology, citing public safety concerns.",3
gabon,Press freedom is guaranteed by law but is restricted in practice. Reporters self-censor to avoid legal repercussions.,1,"Although religious freedom is constitutionally enshrined and generally respected, some heterodox religious groups reportedly have difficulty obtaining registration from the government.",3,"Omar Bongo University, Gabon’s main center for tertiary education, is state-run, and academic freedom is tenuous. Professors self-censor to avoid conflicts with the authorities.",1,Ordinary individuals’ freedom to express criticism of the government is limited by restrictive laws and deterred by state surveillance. Individuals who criticize the government are routinely detained or attacked by security forces.,2
gambia,"The media environment has improved under Barrow’s presidency. More people are entering the profession, exiled journalists have returned to the country, and there has been a proliferation of private media outlets. Nevertheless, a number of laws that restrict freedom of expression remain in effect. Media outlets have been subject to arbitrary suspensions and journalists have at times faced arrest or physical assault in the course of their work.",2,"The Barrow government has maintained that The Gambia is a secular society in which adherents of all faiths can worship freely. In practice, non-Sunni Muslim groups experience discrimination. Traditional authorities have made disparaging comments about the Christian community—which comprises less than 5 percent of the population—in connection with the construction of churches and cemeteries.",2,"Academic freedom at the University of The Gambia has improved since Barrow took office, with a more open environment for the exchange of ideas among students and professors than under Jammeh. Lecturers still face political pressure, however, and other challenges persist. In 2021, university staff went on strike over pay and working conditions, but returned to work days later after the university agreed to meet several of their demands.",2,"Gambians have greater freedom to express political views under the Barrow administration. However, sedition laws that remain on the books could be used to criminalize criticism of the government, including on social media. In April 2021, a leader of the Three Years Jotna movement, which had called for Barrow to honor his earlier pledge to remain in office for only three years, was charged with sedition and violations of the Public Order Act (POA) after allegedly insulting the president and the judiciary. He was eventually cleared of the charges. In December 2022, a few days after the alleged coup attempt, the UDP’s campaign manager was arrested over a video in which he claimed Barrow would be unseated prior to the next election. He was subsequently released.",2
georgia,"The media environment is pluralistic but highly partisan. Although free expression is broadly allowed, the government is often aggressive toward critical journalists, and has pressured unfriendly media outlets. Formula TV faces a potential government takeover, as its partial owner and former defense minister Davit Kezerashvili has been sued for reparations to the Ministry of Defense over alleged corruption. In May 2022, Nika Gvaramia, head of the opposition television channel Mtavari Arkhi (Main Channel), was imprisoned on charges of abusing his position while working at Rustavi 2 TV station. The charges were widely viewed as politically motivated. Earlier, in January, the father of the founder of Pirveli TV was convicted of money laundering, in a case generally viewed as motivated by material on his son’s television station. There continue to be reports of officials denying access to journalists critical of government.The Ministry of Culture has increasingly been involved in efforts to suppress cultural expression. In 2022, the culture minister was accused of purging cultural institutions of employees for their views, with courts finding in favor of employees in wrongful dismissal lawsuits. The Georgian Film Academy decided not to show a film critical of Ivanishvili, a decision widely believed to be the result of pressure from the ministry.",2,"The constitution guarantees freedom of religion but grants unique privileges to the Georgian Orthodox Church. Georgia’s religious minorities—among them Jehovah’s Witnesses and Muslims—have reported discrimination and hostility, including from Georgian Orthodox priests and adherents.The State Security Service of Georgia surveilled members of the clergy, according to August 2021 press reports, with agents reportedly tracking their communications with journalists and diplomats as well as their personal activities.",2,"Academic freedom is generally respected. However, school principals and teachers regularly face pressure to campaign for the ruling party during elections. Several institutions associated with the Turkish Islamic preacher Fethullah Gülen have faced official pressure or even closure in recent years. (The Turkish government blames Gülen’s movement for a 2016 coup attempt in Turkey.)",3,"Georgians generally enjoy freedom of expression, including in their online communications. However, watchdog groups have expressed concerns that state agencies can conduct surveillance and data collection without adequate oversight. In 2022, the powers of security services to engage in surveillance expanded, while checks on surveillance weakened under provisions of a controversial surveillance law.In August 2021, the State Security Service was revealed to have engaged in widespread surveillance of public figures, including journalists, activists, clergy members, and politicians. Multiple individuals confirmed the authenticity of their conversations after they were leaked.",2
germany,"Freedom of expression is enshrined in the constitution, and the media are largely free and independent. Hate speech, such as racist agitation or antisemitism, is punishable by law. It is illegal to advocate for Nazism, deny the Holocaust, or glorify the ideology of Hitler.Journalists sometimes face harassment and abuse, especially via social media, as well as physical attacks when reporting on right-wing demonstrations. Such attacks were common in 2021 and 2022, especially against journalists reporting on far-right Querdenken (Lateral Thinking) demonstrations against COVID-19 restrictions.While press freedom in Germany remains robust, it has faced obstacles in recent years, including decreasing media pluralism. The privacy of communications between journalists and their sources has been affected by surveillance provisions in the Federal Intelligence Service (BND) Act, ruled unconstitutional in 2020. Though a revised bill was passed by the Bundestag and Bundesrat in March 2021, Reporters Without Borders (RSF) says the bill still offers insufficient protections for journalists.",4,"Freedom of belief is legally protected. However, eight states have passed laws prohibiting schoolteachers from wearing headscarves, while Berlin and the state of Hesse have adopted legislation banning headscarves for civil servants.Antisemitism in Germany has been on the rise in recent years. The federal Ministry of the Interior recorded more than 3,000 criminal offenses against Jewish individuals and organizations in 2021, though the number of unreported cases was likely many times higher. Querdenken protesters regularly invoke antisemitic conspiracy theories.Islamophobia also remains a concern. German police recorded at least 662 politically motivated attacks against Muslim individuals and institutions in 2021.",3,"Academic freedom is generally respected, though legal prohibitions on extremist speech are enforceable in educational settings.In late 2020, university employees—disadvantaged by a newly adopted 12-year time limit on fixed-term contracts—launched a grassroots initiative (#IchBinHanna) seeking a solution to precarious working conditions in academia. In 2021, the topic was taken up for discussion in the Bundestag, and in late 2022, the Bundestag’s Committee on Education, Research, and Technology announced that reforms to the 2007 Science Time Contract Act, which regulates fixed-term employment in academia, were being drafted; the law had not been amended as of year’s end.",4,"Private discussion and internet access are generally unrestricted, but recent developments have prompted concern about government surveillance. In June 2021, the government passed new legislation allowing the federal police and intelligence services to use spyware to surveil encrypted online messaging services like WhatsApp. Critics have called the legislation unconstitutional, and several German media rights organizations have filed lawsuits asking the courts to prevent the intelligence services from secretly surveilling the private communications of individuals who are not suspected of criminal activity. The Federal Constitutional Court (BVerfG) has repeatedly rejected such lawsuits. In April 2022, the BVerfG ruled that parts of a Bavarian law granting extensive surveillance powers to the domestic intelligence services in that state were unconstitutional in their scope. Though no changes had been enacted by year’s end, the ruling will require the government to undertake reforms of similar laws nationwide.Watchdogs continue to express concern about a controversial 2015 data-retention law that requires telecommunication companies to store users’ telephone and internet data for 10 weeks. Critics view the law as a threat to general privacy and to whistleblowers, who could be punished under a section detailing illegal data handling. The law was later suspended and found to be incompatible with EU law by German courts; the European Court of Justice (ECJ) also found the law to be in violation of EU law in September 2022. Following the ECJ ruling, the government pledged to abolish the current data-retention law, though no action had been taken by year’s end.",3
ghana,"Freedom of the press is constitutionally guaranteed and generally respected in practice. Ghana has a diverse and vibrant media landscape that includes state-owned and privately owned television and radio stations as well as a number of independent newspapers and magazines. Online news media operate without government restrictions. Government agencies occasionally limit press freedom by harassing and arresting journalists, especially those reporting on politically sensitive issues.However, in 2022 there was a surge of physical attacks and death threats against journalists, and the government was increasingly intolerant of dissent from reporters. A radio journalist, Oheneba Boamah Bennie, was sentenced by an Accra High Court for contempt of court and sentenced to 14 days in prison and a fine of approximately $400; another radio host, Kwabena Bobie Ansah, was arrested for publishing allegedly false news and for offensive conduct toward the first and second ladies of Ghana; another journalist, Sacut Amenga-Etego, was arrested and detained for illegally filming the premises of a High Court. A radio show host commonly known as “Captain Smart” was arrested and detained by the NIB for alleging that President Akufo-Addo was involved in an illegal mining operation.Violence against journalists included several reported cases of reporters being attacked by supporters of the NPP. In May 2022, three individuals assaulted Eric Blessing Eshun and Emmanuel Egyirfah during their live radio broadcast allegedly in retaliation for their coverage of the government’s management of issues related to the country’s fishing industry. Eshun was knocked unconscious during the attack, and the radio station was unable to broadcast for four days.",3,"Religious freedom is constitutionally and legally protected, and the government largely upholds these protections in practice. However, public schools feature mandatory religious education courses drawing on Christianity and Islam, and Muslim students have allegedly been required to participate in Christian prayer sessions and church services in some publicly funded Christian schools.",3,Academic freedom is legally guaranteed and generally upheld in practice.,4,Private discussion is both free and vibrant. The government does not restrict individual expression on social media.,4
greece,"The constitution includes provisions guaranteeing freedom of the press, and these are generally upheld in practice, though the law imposes some limits related to defamation, hate speech, and other such content. While citizens continue to enjoy access to a broad array of print, broadcast, and online news outlets, ownership concentration and editorial interference from owners remain concerns, and the government has been accused of directing public funds toward friendly private media.Journalists have been subject to assaults or other mistreatment, particularly while attempting to cover issues related to corruption and immigration. In 2022, reporter Thanasis Koukakis’s mobile phone was wiretapped and journalist Nektaria Stamouli’s reporting on surveillance and wiretapping incidents led to attempts to discredit her by a government spokesperson. The general secretary to the prime minister, Grigoris Dimitriadis, filed defamation lawsuits against investigative media and journalists following his resignation in August, asking them to retract all publications associating him with the wiretapping scandal and seeking more than half a million euros in compensation from defendants.Despite these incidents, the media environment remains highly free and plural, as demonstrated by robust investigative journalism that has shed light on surveillance and wiretapping incidents, including by Inside Story and Reporters United.",3,"The constitution guarantees freedom of religion, and this is generally respected in practice. However, the Orthodox Church of Greece—which has a special constitutional status as the “prevailing religion” of the country—receives government subsidies, and its clergy’s salaries and pensions are paid for by the state. The constitution prohibits proselytizing, but this restriction is rarely enforced. Members of some minority religions face discrimination and legal barriers, such as permit requirements to open houses of worship.",3,"There are no significant constraints on academic freedom in Greece, and the educational system is free of political indoctrination. A law passed in February 2021 introduced police forces to some university campuses in an effort to fight crime, a longstanding problem in some institutions. Delays in the implementation of the policy echo the government’s ambivalence in light of opposition, protest, and violence.",4,The government does not engage in improper monitoring of personal expression. Individuals are generally free to discuss their views in practice.,4
grenada,"In 2012, Grenada became the first Caribbean country to decriminalize defamation, but seditious libel remains a criminal offense. Politicians have initiated lawsuits against the media, contributing to self-censorship among journalists.Press freedom advocates have criticized censorship at the country’s largest broadcaster, the Grenada Broadcasting Network, which is partly owned by the government.",3,Freedom of religion is constitutionally protected and generally respected in practice.,4,The government generally respects academic freedom.,4,Individuals are free to express their personal views on political or other sensitive topics.,4
guatemala,"While the constitution protects freedom of speech, journalists self-censor when covering sensitive topics including drug trafficking, corruption, organized crime, and human rights violations. Public officials, illicit actors, the police, and individuals aligned with companies operating on Indigenous lands routinely threaten media workers. Attacks, threats and spurious legal cases against journalists increased during 2022. According to the Guatemalan Association of Journalists, as of August 2022, there had been 350 attacks on the press during the Giammattei administration. In March, criminal proceedings were filed against journalist Juan Luis Font alleging unlawful association with former anticorruption judge Erika Aifán. Font left the country for fear of harassment. In July 2022, leading independent journalist José Rubén Zamora, the founder and president of prominent newspaper elPeriódico, was arrested on financial crimes charges, and authorities raided his home and elPeriódico’s offices. In December, a judge ruled that Zamora must stand trial; he remained in detention at year’s end. Financial problems forced the paper to cease its print publication at the beginning of December. Zamora’s arrest has been widely condemned as an attempt by the government to stifle political dissent.The government made no progress in implementing the 2012 protection program for journalists. The Special Prosecutor’s Office for Crimes against Journalists is under-resourced and has been the target of surveillance. Rural, Indigenous, and women journalists are afforded little protection from discrimination, threats, and frivolous legal action, and reporters covering regional news suffered attacks and detentions on several occasions in 2022. Women journalists have been the target of sexual harassment on social media.Media ownership is highly concentrated, and independent media outlets face financial constraints due to decreasing advertisement revenue. The government has failed to act on a December 2021 ruling by the Inter-American Court of Human Rights (IACHR) mandating that Indigenous communities be provided equitable access to radio frequencies. The country’s cybercrime laws have failed to protect outlets and reporters from harassment by trolls for hire, while public officials abuse unrelated laws to censor media outlets. ",1,"The constitution guarantees religious freedom, and individuals are free to practice and express their religious faith or nonbelief.",4,"Although the government does not interfere with academic freedom, scholars have received death threats for questioning past human rights abuses or continuing injustices.",3,"Many Guatemalans take precautions when speaking about social and political issues outside of their homes due to a high level of insecurity in the country. Journalists and human rights defenders have reported incidents of harassment and surveillance, which, along with increased intimidation and harassment of perceived opponents of the government, has encouraged greater self-censorship among ordinary citizens.",2
guinea,"The transitional charter commits to freedom and independence of the media, but in practice media freedom remains restricted. In 2022, several critical journalists reportedly faced arbitrary arrests, intimidation, questioning, and censorship by the security forces. Conakry’s new rulers have frequently called on the national communication authority (HAC) to issue suspensions against outlets that provided critical coverage. In addition, individual units of the military have visited the offices of newspapers and radio stations that produced critical reports, and intimidated journalists. The junta has further managed to skew media coverage in favor of the transitional authorities by selectively offering financial support. Separately, there were reports in 2022 that journalists covering demonstrations against the junta were attacked by protesters armed with rocks and knives. Previous laws permitting criminal defamation and prosecutions under broad cybersecurity measures remain on the books.",1,Religious rights are generally respected in practice. Some non-Muslim government workers have reported occasional discrimination. People who convert from Islam to Christianity sometimes encounter pressure from their community.,3,"Academic freedom has historically been subject to political restrictions under authoritarian regimes. The problem was less severe under the 2010–21 civilian government, though self-censorship still reduced the vibrancy of academic discourse. The coup of September 2021 has neither worsened nor improved the relationship between academic freedom and executive power.",3,"Ethnic tensions and laws restricting freedom of expression may deter open debate in some circumstances. The junta does not officially restrict private discussions. However, state-led repression against dissenting voices and attempts to sideline critical media outlets have triggered widespread hesitation to express personal views for fears of surveillance or retribution.",2
guinea-bissau,"The constitution provides for freedom of the press, and there is some media diversity. However, journalists regularly face harassment and intimidation, including pressure regarding their coverage from political figures and government officials. Journalists and media facilities have been the target of violence.In recent years, armed men—some dressed in military clothing—have repeatedly attacked the privately owned Radio Capital FM station, which is allied to the opposition PAIGC, vandalizing its offices and destroying broadcasting equipment. In one such attack in February 2022, several people were injured while fleeing from the assailants, who were firing weapons in the broadcaster’s office. Privately owned radio stations are subject to steep annual licensing fees; nonpayment of fees can incur harsh criminal penalties, including up to three years’ imprisonment for the station’s owner. In April 2022, the government ordered the closure of 79 radio stations for nonpayment of broadcast licensing fees. The country’s journalists’ union denounced the closures as an attack on press freedom. All but two of the stations resumed broadcasting later that month after civil society organizations helped them negotiate staggered payments to the government.",1,"Religious freedom is legally protected and usually respected in practice. Government licensing requirements are not onerous and are often disregarded. Some Muslims have reportedly raised concerns about the influence of foreign imams who preach a more rigorous or austere form of Islam, threatening religious tolerance.In July 2022, a Catholic church in the city of Gabú was vandalized by a group of unknown individuals. Though both Christian and Islamic groups in Guinea-Bissau condemned the attack, President Embaló controversially dismissed the crime as inconsequential. Police opened an investigation into the incident, but the perpetrators had not been held accountable as of December.",3,"Academic freedom is guaranteed and generally upheld, though the education system is poor in terms of access, quality, and basic resources. Public schools were closed for much of 2018 and 2019 due to ongoing teachers’ strikes, and in 2020 and 2021 as a consequence of COVID-19 restrictions.",3,"Individuals are relatively free to express their views on political topics in the private and social sphere, though some more public figures have faced the threat of arrest or charges in retaliation for their remarks in recent years.",3
guyana,"Although freedom of the press is generally respected, government officials have filed defamation cases against journalists. Criminal defamation charges can be punishable by up to two years in prison.The Guyana National Broadcasting Authority, whose board is appointed by the president, has been accused of partisan bias in regulatory and licensing decisions. The state-owned Guyana Chronicle has also been accused of progovernment bias, including in December 2022 by the Guyana Public Service Union (GPSU).",3,Religious freedom is constitutionally guaranteed and generally respected in practice. Rules limiting visas for foreign missionaries and barring blasphemous libel are not actively enforced.The Ali administration has indicated that faith groups will have representation on the CRC.,4,Academic freedom is largely upheld.,4,"People are generally free to express their views without fear of retaliation, surveillance, or other repercussions. During June 2022 protests in the East Coast Demerara Region, President Ali claimed a demonstrator had been filmed threatening his life and indicated he would seek a parliamentary resolution “decrying political violence and threats of assassination.”",4
haiti,"The constitution includes protections for press freedom, and the media sector is pluralistic, but the work of journalists is constrained by threats and violence, government interference, and a lack of financial resources. Attacks on journalists occur frequently, and impunity for perpetrators is the norm. According to the Committee to Protect Journalists (CPJ), seven journalists or media workers were murdered, died conducting a dangerous assignment, or died in other circumstances in 2022. In early January, for example, Wilguens Louis-Saint and John Wesley Amady were killed in Port-au-Prince, likely by gang members, while reporting on criminal activity. In September, a group of journalists reporting on gang violence in Port-au-Prince were ambushed, reportedly by members of the G9 an Fanmi e Alye; Frantzen Charles and Tayson Lartigue were killed and their bodies reportedly burned.Journalists also died when security forces tried to disperse protests. In February 2022, journalist Maximilien Lazard was shot as police used live ammunition on protesters in Port-au-Prince and later died at a hospital. Police in Port-au-Prince used tear gas to disperse a group of journalists who protested the detention of another journalist in October; Romelson Vilcin of Radio Génération 80 was struck by a tear-gas canister and killed, while police beat several protesters.",1,"Freedom of religion is constitutionally guaranteed, and religious groups generally practice freely. However, the traditionally dominant Roman Catholic and Protestant churches and schools receive certain privileges from the state, while Vodou religious leaders have experienced social stigmatization and violence for their beliefs and practices. The government has denied registration to the country’s small Muslim communities.",3,"Educational institutions and academics choose their curriculum freely, but university associations and student groups that protest government actions are often met with police violence. Academic freedom is also negatively affected by the general climate of insecurity, and some scholars may self-censor to avoid conflicts with powerful groups or individuals.",2,"There are some formal constraints on the expression of personal views, including criminal defamation laws. The risk of violent reprisal also serves as a deterrent to unfettered discussion of sensitive issues such as corruption, gangs, and organized crime. The government has been accused of using criminal gangs to help suppress dissent. Private discussion is also constrained by the risk of kidnapping, which is a common occurrence in Haiti.",2
honduras,"Authorities systematically violate the constitution’s press freedom guarantees. Reporters and outlets covering sensitive topics or who are perceived as critical of the authorities risk assaults, threats, blocked transmissions, and harassment. In May 2022, the National Commissioner for Human Rights in Honduras (CONADEH) reported that 92 individuals linked to journalism were killed since 2001. Five journalists were killed in 2022 through October according to the Committee for Free Expression (C-Libre). A special prosecutor’s office for the protection of journalists and other civil society workers has limited resources and few prosecutors, undermining its mission.",1,Religious freedom is generally respected in Honduras.,4,"Criminal groups undermine academic freedom, as they control all or parts of schools in some areas and subject staff to extortion schemes. Authorities sometimes move to suppress student demonstrations by arresting participants and dispersing the events, and violent clashes between police and student protesters sometimes occur.",2,"Under the 2011 Special Law on Interception of Private Communications, the government can intercept online and telephone messages. Violence, threats, and intimidation by state and nonstate actors curtail open and free private discussion among the general population.",2
hungary,"The constitution protects freedom of the press, but Fidesz has undermined this guarantee. While privately owned opposition-aligned media outlets exist, national, regional, and local media are increasingly dominated by progovernment outlets, which are frequently used to smear political opponents and highlight false accusations. Government advertising and sponsorships favor progovernment outlets, leaving independent and critical news sources in a financially precarious position. Public service media controlled by the government has disseminated disinformation and Russian war propaganda since the February 2022 invasion of Ukraine.The Fidesz governing coalition and their allies have worked to close or acquire critical media outlets. The 2016 closure of Hungary’s largest independent daily, Népszabadság, represented a particularly serious blow to media diversity. In 2018, around 470 progovernment media outlets were merged under the Central European Press and Media Foundation (KESMA). Index, the country’s largest independent news outlet, was also taken over by progovernment forces in 2020. That year, the Media Council also revoked the broadcasting license of Klubrádió, the country’s largest independent radio station, forcing it off the air in February 2021.Changes to the “scaremongering” law in 2020, ostensibly to fight false or distorted information about the COVID-19 pandemic, ultimately challenged journalists’ ability to secure reliable information, as many individuals, especially health care workers, feared retaliation if they provided information publicly. In July 2021, an investigation by a team of international journalists, including the Hungarian outlet Direkt36, revealed that independent journalists were surveilled by the Hungarian authorities using the Israeli-made spyware, Pegasus.Since 2010, Fidesz has gradually taken over artistic and cultural institutions and film and publishing industries and redirected funding for projects and artworks openly promoting nationalistic and Christian values.",2,"The constitution guarantees religious freedom and provides for the separation of church and state, though these guarantees were weakened in the 2011 version of the constitution, the preamble of which makes direct references to Christianity. Constitutional amendments enacted in 2018 and 2020 reinforced those references, obliging all state organs to protect “Christian culture” and guaranteeing children’s right to education based on Christian values.The government has led xenophobic campaigns in recent years, which has anti-Muslim sentiment.",3,"The Fidesz-led government has maintained its efforts to bring schools and universities under close supervision. A gradual overhaul of the public education system raised concerns about excessive government influence on school curriculums, and Parliament has restructured institutions and their finances to increase government-appointed chancellors’ powers. Authorities have increasingly threatened the academic autonomy of well-established institutions, pulling support, interfering in their affairs, and landing progovernment supporters in leading positions. The government has revoked accreditation from all gender studies programs.Progovernment media outlets commonly target activists, academics, programs, and institutions, often by calling them “Soros agents,” referring to Hungarian-born financier and philanthropist George Soros. Fidesz has targeted the Central European University (CEU), a graduate school founded by Soros, by changing the requirements for foreign universities to operate in Hungary. The government also targeted the Hungarian Academy of Sciences (MTA), stripping the 200-year-old academy of its network of research institutions in 2019 and handing it over to a new governing body.A July 2022 ÁSZ report on “pink education” made the unfounded claim that the overrepresentation of women in higher education might cause demographic challenges and economic harm.",2,"While freedom of expression is constitutionally protected, ongoing efforts to sideline voices and perspectives that authorities find unfavorable, including many found at the MTA, CEU, NGOs, and media outlets, have discouraged open criticism of the government and other politically sensitive speech.In July 2021, an investigation by a team of international journalists revealed that journalists, businessmen, lawyers, and politicians were the targets of secret surveillance conducted with the Israeli-made spyware, Pegasus. A Fidesz parliamentarian in November of that year admitted the purchase of the spyware but denied allegations that it had been used on Hungarians. In January and June 2022, Hungarian authorities closed investigations into the allegations, claiming they had no evidence that any law had been broken in purchasing Pegasus. Hungary has failed to fully execute a 2016 European Court of Human Rights ruling to incorporate effective institutional guarantees against improper surveillance, which was reiterated by the court in another case in September 2022.",3
iceland,"The constitution guarantees freedom of speech and of the press. The autonomous Icelandic National Broadcasting Service (RÚV) competes with private radio and television stations. Private media ownership is highly concentrated, with the media company 365 controlling most major private television and radio outlets. Reports emerged in May 2021 claiming that Samherji, a large Icelandic fishing company implicated in a 2019 corruption scandal, had tried to undermine and control public debate by spying on, intimidating, and attacking the credibility of journalists and civil society organizations that had reported on the corruption allegations. In February 2022, police in Akureyri, where Samherji is headquartered, announced that four journalists who had reported on the Samherji scandal were “official suspects” in a breach-of-privacy investigation.  The police allege that, while investigating the corruption scandal, the journalists violated the privacy of a Samherji employee; the journalists have denied the allegations. Press freedom groups have expressed concern that the investigation represents an attempt to suppress investigative journalism. The investigation remained ongoing at year’s end.",3,"The constitution provides for freedom of religion, which is generally upheld in practice. Around 60 percent of Icelanders belong to the Evangelical Lutheran Church.",4,"Academic freedom is respected, and the education system is free of excessive political involvement.",4,People in Iceland may freely discuss personal views on sensitive topics without fear of surveillance or retribution.,4
